Raw Characteristics,Parse Success,Listing ID,Price per unit,Location,EPC,Available from,Usable area,Floor,Condition,Layout,Age,Plot space,Total floors,Plot type
"{""Listing ID"": ""909628"", ""Layout"": ""Studio"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Užitná plocha"": ""36m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/08/2025"", ""Floor"": ""3. podlaží z 5"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 389/ m2"", """": ""Basement: 2 m²""}",True,909628,CZK 389/ m2,The quiet part,B - Very economical,01/08/2025,36m²,3. podlaží z 5,New-build,Studio,,,,
"{""Listing ID"": ""818729"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Reconstruction"": ""Complete"", ""Užitná plocha"": ""30m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""4. podlaží z 6"", ""Building construction"": ""Brick"", ""Heating"": ""Electric boiler"", ""Price per unit"": ""CZK 683/ m2"", """": ""MHD 3 minutes on foot""}",True,818729,CZK 683/ m2,The quiet part,G - Extremely uneconomical,01/07/2025,30m²,4. podlaží z 6,Very good,Studio,,,,
"{""Listing ID"": ""909629"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Reconstruction"": ""Complete"", ""Price per unit"": ""CZK 434/ m2"", ""Užitná plocha"": ""76m²"", ""Location"": ""Centre"", ""Available from"": ""01/07/2025"", ""Floor"": ""3. podlaží z 4"", ""Building construction"": ""Brick"", ""Age"": ""Over 50 years"", ""Designe"": ""Luxurious"", """": ""Pets are welcome""}",True,909629,CZK 434/ m2,Centre,G - Extremely uneconomical,01/07/2025,76m²,3. podlaží z 4,Very good,2 bedroom,Over 50 years,,,
"{""Listing ID"": ""512175"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Building construction"": ""Brick"", ""Plocha kanceláře"": ""27m²"", ""Location"": ""The quiet part"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 333/ m2""}",True,512175,CZK 333/ m2,The quiet part,,,,,,2+kk,,,,
"{""Listing ID"": ""899164"", ""Layout"": ""3+1"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Užitná plocha"": ""70m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/06/2025"", ""Floor"": ""2. podlaží z 8"", ""Building construction"": ""Prefab concrete"", ""Price per unit"": ""CZK 32,429/ m2"", """": ""Lift""}",True,899164,"CZK 32,429/ m2",The quiet part,D - Less economical,01/06/2025,70m²,2. podlaží z 8,Very good,3+1,,,,
"{""Listing ID"": ""909630"", ""Poloha nebytového prostoru"": ""In the block"", ""Available from"": ""27/05/2025"", ""Building construction"": ""Brick"", ""Plocha nebytového prostoru"": ""200m²"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Price per unit"": ""CZK 115/ m2"", """": ""Parking""}",True,909630,CZK 115/ m2,,,27/05/2025,,,Good,,,,,
"{""Listing ID"": ""909187"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Prefab concrete"", ""Užitná plocha"": ""47m²"", ""Location"": ""Residences"", ""Available from"": ""01/07/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""CZK 277/ m2"", """": ""MHD 3 minutes on foot""}",True,909187,CZK 277/ m2,Residences,,01/07/2025,47m²,Ground floor,Very good,2 bedroom,,,,
"{""Listing ID"": ""541103"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Heating"": ""Central"", ""Užitná plocha"": ""56m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""3. podlaží z 3"", ""Building construction"": ""Brick"", ""Age"": ""Up to 10 years"", ""Price per unit"": ""CZK 304/ m2"", """": ""Parking""}",True,541103,CZK 304/ m2,The quiet part,B - Very economical,01/07/2025,56m²,3. podlaží z 3,New-build,2+kk,Up to 10 years,,,
"{""Listing ID"": ""488954"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""Age"": ""Over 50 years"", ""Reconstruction"": ""Complete"", ""Užitná plocha"": ""75m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""3. podlaží z 3"", ""Building construction"": ""Brick"", ""Heating"": ""Central"", ""Price per unit"": ""CZK 333/ m2"", """": ""MHD 2 minutes on foot""}",True,488954,CZK 333/ m2,The quiet part,,01/07/2025,75m²,3. podlaží z 3,Very good,3+kk,Over 50 years,,,
"{""Listing ID"": ""884399"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""45m²"", ""Location"": ""Centre"", ""Available from"": ""18/03/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""CZK 600/ m2"", """": ""MHD 2 minutes on foot""}",True,884399,CZK 600/ m2,Centre,,18/03/2025,45m²,Ground floor,New-build,2+kk,,,,
"{""Listing ID"": ""895147"", ""Layout"": ""Other"", ""Fully furnished"": ""Partly"", ""Plot space"": ""612m²"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""252m²"", ""Poloha domu"": ""Corner"", ""Available from"": ""30/04/2025"", ""Condition"": ""After reconstruction"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 63,452/ m2"", """": ""Parking""}",True,895147,"CZK 63,452/ m2",,G - Extremely uneconomical,30/04/2025,252m²,,After reconstruction,Other,,612m²,,
"{""Listing ID"": ""857728"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Age"": ""Up to 10 years"", ""Reconstruction"": ""Interior"", ""Price per unit"": ""CZK 634/ m2"", ""Užitná plocha"": ""41m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""3. podlaží z 6"", ""EPC"": ""C - Economical"", ""Heating"": ""Gas boiler"", ""Designe"": ""Luxurious"", """": ""Lift""}",True,857728,CZK 634/ m2,The quiet part,C - Economical,01/07/2025,41m²,3. podlaží z 6,New-build,2+kk,Up to 10 years,,,
"{""Listing ID"": ""909638"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""37m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/06/2025"", ""Floor"": ""1. podlaží z 4"", ""Price per unit"": ""CZK 514/ m2"", """": ""Wheelchair accessible""}",True,909638,CZK 514/ m2,The quiet part,,01/06/2025,37m²,1. podlaží z 4,Very good,2+kk,,,,
"{""Listing ID"": ""909639"", ""Layout"": ""2 bedroom"", ""Available from"": ""27/05/2025"", ""Floor"": ""2. podlaží z 2"", ""Building construction"": ""Brick"", ""Reconstruction"": ""Interior"", ""Užitná plocha"": ""150m²"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""CZK 120/ m2"", """": ""Parking""}",True,909639,CZK 120/ m2,,D - Less economical,27/05/2025,150m²,2. podlaží z 2,Very good,2 bedroom,,,,
"{""Listing ID"": ""881448"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Reconstruction"": ""Complete"", ""Užitná plocha"": ""22m²"", ""Location"": ""Centre"", ""Available from"": ""17/03/2025"", ""Floor"": ""Ground floor"", ""Heating"": ""Gas boiler"", ""Price per unit"": ""CZK 932/ m2"", """": ""Lift""}",True,881448,CZK 932/ m2,Centre,,17/03/2025,22m²,Ground floor,New-build,Studio,,,,
"{""Listing ID"": ""873375"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Reconstruction"": ""Complete"", ""Užitná plocha"": ""28m²"", ""Location"": ""Centre"", ""Available from"": ""03/02/2025"", ""Floor"": ""Ground floor"", ""Heating"": ""Gas boiler"", ""Price per unit"": ""CZK 786/ m2"", """": ""Lift""}",True,873375,CZK 786/ m2,Centre,,03/02/2025,28m²,Ground floor,New-build,2+kk,,,,
"{""Listing ID"": ""74207"", ""Layout"": ""Studio"", ""Fully furnished"": ""Partly"", ""Floor"": ""2. podlaží"", ""Building construction"": ""Mixed"", ""Užitná plocha"": ""36m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/06/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 553/ m2"", """": ""MHD 2 minutes on foot""}",True,74207,CZK 553/ m2,The quiet part,,01/06/2025,36m²,2. podlaží,,Studio,,,,
"{""Listing ID"": ""795822"", ""Layout"": ""4+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Heating"": ""Gas boiler"", ""Designe"": ""Standard"", ""Užitná plocha"": ""82m²"", ""Location"": ""The quiet part"", ""Available from"": ""27/05/2025"", ""Floor"": ""2. podlaží z 2"", ""Building construction"": ""Brick"", ""Age"": ""Over 50 years"", ""Reconstruction"": ""Interior"", ""Price per unit"": ""CZK 104/ m2"", """": ""MHD 4 minutes on foot""}",True,795822,CZK 104/ m2,The quiet part,G - Extremely uneconomical,27/05/2025,82m²,2. podlaží z 2,Good,4+kk,Over 50 years,,,
"{""Listing ID"": ""909645"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""52m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/06/2025"", ""Floor"": ""6. podlaží z 6"", ""Price per unit"": ""CZK 577/ m2"", """": ""MHD 3 minutes on foot""}",True,909645,CZK 577/ m2,The quiet part,,01/06/2025,52m²,6. podlaží z 6,Very good,3+kk,,,,
"{""Listing ID"": ""909646"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Užitná plocha"": ""42m²"", ""Location"": ""The quiet part"", ""Available from"": ""27/05/2025"", ""Floor"": ""4. podlaží z 4"", ""Building construction"": ""Prefab concrete"", ""Price per unit"": ""CZK 117,857/ m2"", """": ""Loggia balcony: 7 m²""}",True,909646,"CZK 117,857/ m2",The quiet part,D - Less economical,27/05/2025,42m²,4. podlaží z 4,Very good,2+kk,,,,
"{""Listing ID"": ""885194"", ""Poloha nebytového prostoru"": ""Serial"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 16,353/ m2"", ""Plocha nebytového prostoru"": ""850m²"", ""Location"": ""The quiet part"", ""Available from"": ""19/03/2025"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", """": ""Parking""}",True,885194,"CZK 16,353/ m2",The quiet part,C - Economical,19/03/2025,,,Good,,,,,
"{""Listing ID"": ""316069"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Heating"": ""Central"", ""Price per unit"": ""CZK 293/ m2"", ""Užitná plocha"": ""58m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2023"", ""Floor"": ""1. podlaží z 4"", ""Building construction"": ""Brick"", ""Age"": ""30 - 50 years"", ""Designe"": ""Standard"", """": ""Parking""}",True,316069,CZK 293/ m2,The quiet part,C - Economical,01/07/2023,58m²,1. podlaží z 4,Good,2 bedroom,30 - 50 years,,,
"{""Listing ID"": ""511167"", ""Location"": ""The quiet part"", ""Plot space"": ""2,705m²"", ""Plot type"": ""Building"", ""Plocha"": ""2,705m²"", ""Available from"": ""01/04/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 12/ m2"", """": ""MHD 3 minutes on foot""}",True,511167,CZK 12/ m2,The quiet part,,01/04/2025,,,,,,"2,705m²",,Building
"{""Listing ID"": ""908689"", ""Plot space"": ""1,104m²"", ""Plot type"": ""Building"", ""Available from"": ""24/05/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 3/ m2""}",True,908689,CZK 3/ m2,,,24/05/2025,,,,,,"1,104m²",,Building
"{""Listing ID"": ""899480"", ""Layout"": ""5+kk"", ""Fully furnished"": ""Fully furnished"", ""Plot space"": ""1,500m²"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""185m²"", ""Poloha domu"": ""Separate"", ""Available from"": ""24/04/2025"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 100,000/ m2"", """": ""Parking""}",True,899480,"CZK 100,000/ m2",,G - Extremely uneconomical,24/04/2025,185m²,,Very good,5+kk,,"1,500m²",,
"{""Listing ID"": ""855883"", ""Location"": ""The quiet part"", ""Price per unit"": ""CZK 107/ m2"", ""Plocha garáže"": ""14m²"", ""Available from"": ""09/08/2024""}",True,855883,CZK 107/ m2,The quiet part,,09/08/2024,,,,,,,,
"{""Listing ID"": ""643771"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Užitná plocha"": ""80m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""2. podlaží"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 338/ m2"", """": ""MHD 2 minutes on foot""}",True,643771,CZK 338/ m2,The quiet part,D - Less economical,01/07/2025,80m²,2. podlaží,Very good,3+kk,,,,
"{""Listing ID"": ""843772"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""60m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""CZK 442/ m2"", """": ""Basement: 3 m²""}",True,843772,CZK 442/ m2,The quiet part,,01/07/2025,60m²,Ground floor,Very good,2 bedroom,,,,
"{""Listing ID"": ""909659"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Building construction"": ""Mixed"", ""Užitná plocha"": ""52m²"", ""Location"": ""Centre"", ""Available from"": ""01/07/2025"", ""Floor"": ""6. podlaží z 7"", ""Price per unit"": ""CZK 712/ m2"", """": ""Garage""}",True,909659,CZK 712/ m2,Centre,,01/07/2025,52m²,6. podlaží z 7,New-build,2+kk,,,,
"{""Listing ID"": ""708199"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Cooperative"", ""EPC"": ""C - Economical"", ""Heating"": ""Central"", ""Designe"": ""Standard"", ""Užitná plocha"": ""68m²"", ""Location"": ""The quiet part"", ""Available from"": ""16/06/2025"", ""Floor"": ""2. podlaží z 10"", ""Building construction"": ""Prefab concrete"", ""Age"": ""10 to 30 years"", ""Reconstruction"": ""Complete"", ""Price per unit"": ""CZK 322/ m2"", """": ""MHD 4 minutes on foot""}",True,708199,CZK 322/ m2,The quiet part,C - Economical,16/06/2025,68m²,2. podlaží z 10,Very good,3+kk,10 to 30 years,,,
"{""Listing ID"": ""900215"", ""Plot space"": ""700m²"", ""Plot type"": ""Building"", ""Available from"": ""27/04/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 4,000/ m2""}",True,900215,"CZK 4,000/ m2",,,27/04/2025,,,,,,700m²,,Building
"{""Listing ID"": ""900216"", ""Layout"": ""3+1"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Užitná plocha"": ""66m²"", ""Location"": ""Residences"", ""Available from"": ""01/08/2025"", ""Floor"": ""4. podlaží z 11"", ""Building construction"": ""Prefab concrete"", ""Price per unit"": ""CZK 78,788/ m2"", """": ""Loggia balcony: 2.6 m²""}",True,900216,"CZK 78,788/ m2",Residences,C - Economical,01/08/2025,66m²,4. podlaží z 11,Very good,3+1,,,,
"{""Listing ID"": ""800959"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""3. podlaží z 5"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 423/ m2"", ""Užitná plocha"": ""77m²"", ""Location"": ""The quiet part"", ""Available from"": ""15/06/2025"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", """": ""Lift""}",True,800959,CZK 423/ m2,The quiet part,B - Very economical,15/06/2025,77m²,3. podlaží z 5,,3+kk,,,,
"{""Listing ID"": ""837792"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Price per unit"": ""CZK 400/ m2"", ""Užitná plocha"": ""70m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""3. podlaží z 5"", ""Building construction"": ""Brick"", ""Heating"": ""Gas boiler"", """": ""MHD 3 minutes on foot""}",True,837792,CZK 400/ m2,The quiet part,G - Extremely uneconomical,01/07/2025,70m²,3. podlaží z 5,Very good,2 bedroom,,,,
"{""Listing ID"": ""897719"", ""Layout"": ""1 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""After reconstruction"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""39m²"", ""Location"": ""Centre"", ""Available from"": ""01/05/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""CZK 538/ m2"", """": ""Lift""}",True,897719,CZK 538/ m2,Centre,,01/05/2025,39m²,Ground floor,After reconstruction,1 bedroom,,,,
"{""Listing ID"": ""666889"", ""Layout"": ""3+1"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Reconstruction"": ""Complete"", ""Price per unit"": ""CZK 62/ m2"", ""Užitná plocha"": ""74m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/08/2025"", ""Floor"": ""1. podlaží"", ""Building construction"": ""Prefab concrete"", ""Heating"": ""Central"", ""Designe"": ""Standard"", """": ""MHD 2 minutes on foot""}",True,666889,CZK 62/ m2,The quiet part,B - Very economical,01/08/2025,74m²,1. podlaží,Very good,3+1,,,,
"{""Listing ID"": ""791124"", ""Location"": ""The quiet part"", ""Price per unit"": ""CZK 94/ m2"", ""Plocha garáže"": ""18m²"", ""Available from"": ""01/06/2025"", """": ""MHD 6 minutes on foot""}",True,791124,CZK 94/ m2,The quiet part,,01/06/2025,,,,,,,,
"{""Listing ID"": ""899774"", ""Layout"": ""3+1"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Price per unit"": ""CZK 51,515/ m2"", ""Užitná plocha"": ""66m²"", ""Location"": ""Residences"", ""Available from"": ""25/04/2025"", ""Floor"": ""2. podlaží z 4"", ""Building construction"": ""Prefab concrete"", ""Heating"": ""Central"", """": ""Basement: 1.64 m²""}",True,899774,"CZK 51,515/ m2",Residences,C - Economical,25/04/2025,66m²,2. podlaží z 4,Very good,3+1,,,,
"{""Listing ID"": ""417261"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Floor"": ""4. podlaží"", ""Building construction"": ""Brick"", ""Heating"": ""Central"", ""Designe"": ""Standard"", ""Užitná plocha"": ""60m²"", ""Location"": ""Centre"", ""Condition"": ""After reconstruction"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Reconstruction"": ""Complete"", ""Price per unit"": ""CZK 317/ m2"", """": ""Basement: 5 m²""}",True,417261,CZK 317/ m2,Centre,C - Economical,,60m²,4. podlaží,After reconstruction,2+kk,,,,
