Raw Characteristics,Parse Success,Listing ID,Price per unit,Location,EPC,Available from,Usable area,Floor,Condition,Layout,Age,Plot space,Total floors,Plot type
"{""Listing ID"": ""879816"", ""Layout"": ""5+1"", ""Location"": ""The quiet part"", ""Available from"": ""30/01/2025"", ""Condition"": ""Good"", ""Building construction"": ""Mixed"", ""Price per unit"": ""CZK 15,948/ m2"", ""Užitná plocha"": ""232m²"", ""Poloha domu"": ""Serial"", ""Fully furnished"": ""Partly"", ""Plot space"": ""159m²"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", """": ""Parking""}",True,879816,"CZK 15,948/ m2",The quiet part,G - Extremely uneconomical,30/01/2025,232m²,,Good,5+1,,159m²,,
"{""Listing ID"": ""708966"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""78m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""1. podlaží"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 385/ m2"", """": ""Parking""}",True,708966,CZK 385/ m2,The quiet part,G - Extremely uneconomical,01/07/2025,78m²,1. podlaží,New-build,3+kk,,,,
"{""Listing ID"": ""909225"", ""Poloha nebytového prostoru"": ""Separate"", ""Available from"": ""01/08/2025"", ""Building construction"": ""Prefabricated"", ""Price per unit"": ""CZK 150/ m2"", ""Plocha nebytového prostoru"": ""1,418m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Good"", ""EPC"": ""G - Extremely uneconomical"", """": ""MHD 1 minute on foot""}",True,909225,CZK 150/ m2,,G - Extremely uneconomical,01/08/2025,,,Good,,,,,
"{""Listing ID"": ""909205"", ""Poloha nebytového prostoru"": ""Separate"", ""Available from"": ""01/08/2025"", ""Building construction"": ""Prefabricated"", ""Price per unit"": ""CZK 150/ m2"", ""Plocha nebytového prostoru"": ""590m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Good"", ""EPC"": ""G - Extremely uneconomical"", """": ""Parking""}",True,909205,CZK 150/ m2,,G - Extremely uneconomical,01/08/2025,,,Good,,,,,
"{""Listing ID"": ""786542"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Heating"": ""Electric boiler"", ""Designe"": ""Standard"", ""Užitná plocha"": ""42m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/06/2025"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Reconstruction"": ""Complete"", ""Price per unit"": ""CZK 429/ m2"", """": ""MHD 1 minute on foot""}",True,786542,CZK 429/ m2,The quiet part,B - Very economical,01/06/2025,42m²,,New-build,2+kk,,,,
"{""Listing ID"": ""908381"", ""Poloha nebytového prostoru"": ""Serial"", ""Available from"": ""23/05/2025"", ""Building construction"": ""Brick"", ""Plocha nebytového prostoru"": ""50m²"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 400/ m2""}",True,908381,CZK 400/ m2,,,23/05/2025,,,Very good,,,,,
"{""Listing ID"": ""909567"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""56m²"", ""Location"": ""Centre"", ""Available from"": ""27/05/2025"", ""Floor"": ""3. podlaží z 6"", ""Building construction"": ""Prefab concrete"", ""Price per unit"": ""CZK 49,107/ m2"", """": ""Lift""}",True,909567,"CZK 49,107/ m2",Centre,G - Extremely uneconomical,27/05/2025,56m²,3. podlaží z 6,Good,2 bedroom,,,,
"{""Listing ID"": ""899183"", ""Plot space"": ""1,447m²"", ""Plot type"": ""Building"", ""Available from"": ""23/04/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 1,589/ m2""}",True,899183,"CZK 1,589/ m2",,,23/04/2025,,,,,,"1,447m²",,Building
"{""Listing ID"": ""698906"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Price per unit"": ""CZK 200/ m2"", ""Užitná plocha"": ""59m²"", ""Location"": ""The quiet part"", ""Available from"": ""17/01/2022"", ""Floor"": ""2. podlaží"", ""Building construction"": ""Brick"", ""Age"": ""Up to 10 years"", """": ""MHD 4 minutes on foot""}",True,698906,CZK 200/ m2,The quiet part,G - Extremely uneconomical,17/01/2022,59m²,2. podlaží,New-build,2+kk,Up to 10 years,,,
"{""Listing ID"": ""848257"", ""Available from"": ""02/09/2024"", ""Plot type"": ""Building"", ""Location"": ""The quiet part"", ""Plot space"": ""800m²"", ""Price per unit"": ""CZK 936/ m2"", """": ""MHD 5 minutes by car""}",True,848257,CZK 936/ m2,The quiet part,,02/09/2024,,,,,,800m²,,Building
"{""Listing ID"": ""909570"", ""Plot space"": ""987m²"", ""Plot type"": ""Field"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 41/ m2"", """": ""MHD 7 minutes by car""}",True,909570,CZK 41/ m2,Polosamota,,,,,Very good,,,987m²,,Field
"{""Listing ID"": ""761077"", ""Layout"": ""1 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 395/ m2"", ""Užitná plocha"": ""43m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/04/2025"", ""Floor"": ""4. podlaží z 6"", ""EPC"": ""C - Economical"", """": ""MHD 1 minute on foot""}",True,761077,CZK 395/ m2,The quiet part,C - Economical,01/04/2025,43m²,4. podlaží z 6,Very good,1 bedroom,,,,
"{""Listing ID"": ""826577"", ""Layout"": ""3+1"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""A - Extremely economical"", ""Užitná plocha"": ""79m²"", ""Location"": ""The quiet part"", ""Available from"": ""13/04/2025"", ""Floor"": ""1. podlaží z 2"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 215/ m2"", """": ""MHD 2 minutes on foot""}",True,826577,CZK 215/ m2,The quiet part,A - Extremely economical,13/04/2025,79m²,1. podlaží z 2,Very good,3+1,,,,
"{""Listing ID"": ""909573"", ""Plot space"": ""905m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 42/ m2"", """": ""MHD 8 minutes on foot""}",True,909573,CZK 42/ m2,Solitude,,,,,Very good,,,905m²,,Field
"{""Listing ID"": ""909571"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""70m²"", ""Location"": ""Centre"", ""Available from"": ""27/05/2025"", ""Floor"": ""2. podlaží z 4"", ""Price per unit"": ""CZK 329/ m2"", """": ""Lift""}",True,909571,CZK 329/ m2,Centre,,27/05/2025,70m²,2. podlaží z 4,Good,2 bedroom,,,,
"{""Listing ID"": ""909574"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Wrong"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""49m²"", ""Location"": ""The quiet part"", ""Available from"": ""27/05/2025"", ""Floor"": ""3. podlaží z 4"", ""Price per unit"": ""CZK 337/ m2""}",True,909574,CZK 337/ m2,The quiet part,,27/05/2025,49m²,3. podlaží z 4,Wrong,2+kk,,,,
"{""Listing ID"": ""882068"", ""Layout"": ""4+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Užitná plocha"": ""101m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/04/2025"", ""Floor"": ""Ground floor"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 77,129/ m2"", """": ""Parking""}",True,882068,"CZK 77,129/ m2",The quiet part,B - Very economical,01/04/2025,101m²,Ground floor,Very good,4+kk,,,,
"{""Listing ID"": ""608060"", ""Layout"": ""Studio"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Heating"": ""Central"", ""Užitná plocha"": ""41m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""3. podlaží z 8"", ""Building construction"": ""Brick"", ""Age"": ""Up to 10 years"", ""Price per unit"": ""CZK 451/ m2"", """": ""MHD 1 minute on foot""}",True,608060,CZK 451/ m2,The quiet part,B - Very economical,01/07/2025,41m²,3. podlaží z 8,New-build,Studio,Up to 10 years,,,
"{""Listing ID"": ""900495"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Heating"": ""Central"", ""Price per unit"": ""CZK 385/ m2"", ""Užitná plocha"": ""52m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""2. podlaží z 4"", ""EPC"": ""G - Extremely uneconomical"", ""Designe"": ""Standard"", """": ""Garage""}",True,900495,CZK 385/ m2,The quiet part,G - Extremely uneconomical,01/07/2025,52m²,2. podlaží z 4,New-build,2+kk,,,,
"{""Listing ID"": ""900177"", ""Layout"": ""3+1"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Užitná plocha"": ""60m²"", ""Location"": ""Residences"", ""Available from"": ""27/04/2025"", ""Floor"": ""Ground floor"", ""Building construction"": ""Prefab concrete"", ""Price per unit"": ""CZK 75,000/ m2"", """": ""MHD 1 minute on foot""}",True,900177,"CZK 75,000/ m2",Residences,B - Very economical,27/04/2025,60m²,Ground floor,Good,3+1,,,,
"{""Listing ID"": ""784132"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Heating"": ""Electric boiler"", ""Užitná plocha"": ""18m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/05/2025"", ""Floor"": ""Ground floor"", ""EPC"": ""G - Extremely uneconomical"", ""Price per unit"": ""CZK 606/ m2"", """": ""MHD 2 minutes on foot""}",True,784132,CZK 606/ m2,The quiet part,G - Extremely uneconomical,01/05/2025,18m²,Ground floor,Very good,Studio,,,,
"{""Listing ID"": ""568945"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""After reconstruction"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Reconstruction"": ""Complete"", ""Užitná plocha"": ""27m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""2. podlaží"", ""Building construction"": ""Brick"", ""Heating"": ""Electric boiler"", ""Price per unit"": ""CZK 667/ m2"", """": ""Lift""}",True,568945,CZK 667/ m2,The quiet part,D - Less economical,01/07/2025,27m²,2. podlaží,After reconstruction,Studio,,,,
"{""Listing ID"": ""767916"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Age"": ""Over 50 years"", ""Reconstruction"": ""Interior"", ""Price per unit"": ""CZK 341/ m2"", ""Užitná plocha"": ""70m²"", ""Location"": ""The quiet part"", ""Available from"": ""19/05/2025"", ""Floor"": ""5. podlaží z 6"", ""EPC"": ""D - Less economical"", ""Heating"": ""Central"", ""Designe"": ""Standard"", """": ""Parking""}",True,767916,CZK 341/ m2,The quiet part,D - Less economical,19/05/2025,70m²,5. podlaží z 6,Very good,2 bedroom,Over 50 years,,,
"{""Listing ID"": ""909583"", ""Layout"": ""Studio"", ""Available from"": ""11/07/2025"", ""Floor"": ""3. podlaží"", ""Building construction"": ""Prefab concrete"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 661/ m2"", ""Užitná plocha"": ""28m²"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Sewage"": ""Public sewage"", """": ""MHD 3 minutes on foot""}",True,909583,CZK 661/ m2,,B - Very economical,11/07/2025,28m²,3. podlaží,New-build,Studio,,,,
"{""Listing ID"": ""909584"", ""Layout"": ""Studio"", ""Available from"": ""07/07/2025"", ""Floor"": ""9. podlaží"", ""Building construction"": ""Prefab concrete"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 503/ m2"", ""Užitná plocha"": ""31m²"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Sewage"": ""Public sewage"", """": ""MHD 1 minute on foot""}",True,909584,CZK 503/ m2,,B - Very economical,07/07/2025,31m²,9. podlaží,Very good,Studio,,,,
"{""Listing ID"": ""909585"", ""Layout"": ""2+kk"", ""Available from"": ""01/07/2025"", ""Floor"": ""7. podlaží"", ""Building construction"": ""Brick"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 426/ m2"", ""Užitná plocha"": ""61m²"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Sewage"": ""Public sewage"", """": ""MHD 1 minute on foot""}",True,909585,CZK 426/ m2,,G - Extremely uneconomical,01/07/2025,61m²,7. podlaží,Very good,2+kk,,,,
"{""Listing ID"": ""909586"", ""Layout"": ""3+kk"", ""Available from"": ""08/05/2025"", ""Floor"": ""4. podlaží"", ""Building construction"": ""Brick"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 419/ m2"", ""Užitná plocha"": ""74m²"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Sewage"": ""Public sewage"", """": ""MHD 2 minutes on foot""}",True,909586,CZK 419/ m2,,G - Extremely uneconomical,08/05/2025,74m²,4. podlaží,Very good,3+kk,,,,
"{""Listing ID"": ""909587"", ""Layout"": ""2+kk"", ""Available from"": ""06/06/2025"", ""Floor"": ""2. podlaží"", ""Building construction"": ""Mixed"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 400/ m2"", ""Užitná plocha"": ""53m²"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Sewage"": ""Public sewage"", """": ""Garage""}",True,909587,CZK 400/ m2,,B - Very economical,06/06/2025,53m²,2. podlaží,Very good,2+kk,,,,
"{""Listing ID"": ""881133"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Užitná plocha"": ""50m²"", ""Location"": ""The quiet part"", ""Available from"": ""28/04/2025"", ""Floor"": ""1. podlaží z 5"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 169,980/ m2"", """": ""Lift""}",True,881133,"CZK 169,980/ m2",The quiet part,B - Very economical,28/04/2025,50m²,1. podlaží z 5,New-build,Studio,,,,
"{""Listing ID"": ""713871"", ""Layout"": ""3+1"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Price per unit"": ""CZK 162/ m2"", ""Užitná plocha"": ""110m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/06/2025"", ""Floor"": ""1. podlaží"", ""Building construction"": ""Brick"", ""Heating"": ""Gas boiler"", """": ""Basement: 6 m²""}",True,713871,CZK 162/ m2,The quiet part,G - Extremely uneconomical,01/06/2025,110m²,1. podlaží,Very good,3+1,,,,
"{""Listing ID"": ""909589"", ""Plot space"": ""3,076m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 97/ m2"", """": ""MHD 5 minutes on foot""}",True,909589,CZK 97/ m2,Solitude,,,,,Very good,,,"3,076m²",,Field
"{""Listing ID"": ""869150"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""83m²"", ""Location"": ""The quiet part"", ""Available from"": ""02/01/2025"", ""Floor"": ""2. podlaží z 3"", ""Price per unit"": ""CZK 506/ m2"", """": ""MHD 4 minutes on foot""}",True,869150,CZK 506/ m2,The quiet part,,02/01/2025,83m²,2. podlaží z 3,New-build,2+kk,,,,
"{""Listing ID"": ""909591"", ""Plot space"": ""1,043m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 47/ m2"", """": ""MHD 9 minutes on foot""}",True,909591,CZK 47/ m2,Solitude,,,,,Very good,,,"1,043m²",,Field
"{""Listing ID"": ""666671"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""F - Very uneconomical"", ""Heating"": ""Gas boiler"", ""Price per unit"": ""CZK 319/ m2"", ""Užitná plocha"": ""69m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""4. podlaží"", ""Building construction"": ""Brick"", ""Age"": ""10 to 30 years"", ""Designe"": ""Standard"", """": ""MHD 1 minute on foot""}",True,666671,CZK 319/ m2,The quiet part,F - Very uneconomical,01/07/2025,69m²,4. podlaží,Very good,2 bedroom,10 to 30 years,,,
"{""Listing ID"": ""909593"", ""Plot space"": ""1,787m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 64/ m2"", """": ""MHD 2 minutes by car""}",True,909593,CZK 64/ m2,Solitude,,,,,Very good,,,"1,787m²",,Field
"{""Listing ID"": ""909241"", ""Layout"": ""2+kk"", ""Available from"": ""01/06/2025"", ""Floor"": ""1. podlaží z 2"", ""Building construction"": ""Brick"", ""Reconstruction"": ""Complete"", ""Užitná plocha"": ""44m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""Heating"": ""Gas boiler"", ""Price per unit"": ""CZK 293/ m2"", """": ""Parking""}",True,909241,CZK 293/ m2,,,01/06/2025,44m²,1. podlaží z 2,Very good,2+kk,,,,
"{""Listing ID"": ""900181"", ""Plot space"": ""1,988m²"", ""Plot type"": ""Building"", ""Available from"": ""27/04/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 2,767/ m2""}",True,900181,"CZK 2,767/ m2",,,27/04/2025,,,,,,"1,988m²",,Building
"{""Listing ID"": ""882188"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Heating"": ""Central"", ""Price per unit"": ""CZK 242/ m2"", ""Užitná plocha"": ""60m²"", ""Location"": ""Residences"", ""Available from"": ""21/04/2025"", ""Floor"": ""3. podlaží z 4"", ""Building construction"": ""Brick"", ""Age"": ""10 to 30 years"", ""Designe"": ""Standard"", """": ""Pets are welcome""}",True,882188,CZK 242/ m2,Residences,C - Economical,21/04/2025,60m²,3. podlaží z 4,Very good,2+kk,10 to 30 years,,,
"{""Listing ID"": ""909594"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Užitná plocha"": ""37m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""2. podlaží z 3"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 419/ m2"", """": ""Basement: 4.3 m²""}",True,909594,CZK 419/ m2,The quiet part,C - Economical,01/07/2025,37m²,2. podlaží z 3,Very good,Studio,,,,
"{""Listing ID"": ""800750"", ""Layout"": ""Studio"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Price per unit"": ""CZK 484/ m2"", ""Užitná plocha"": ""31m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""1. podlaží z 5"", ""Building construction"": ""Brick"", ""Age"": ""10 to 30 years"", """": ""Pets are welcome""}",True,800750,CZK 484/ m2,The quiet part,G - Extremely uneconomical,01/07/2025,31m²,1. podlaží z 5,Very good,Studio,10 to 30 years,,,
"{""Listing ID"": ""843412"", ""Layout"": ""Other"", ""Location"": ""The quiet part"", ""Available from"": ""28/05/2024"", ""Condition"": ""New-build"", ""EPC"": ""C - Economical"", ""Užitná plocha"": ""300m²"", ""Poloha domu"": ""Separate"", ""Fully furnished"": ""Fully furnished"", ""Plot space"": ""699m²"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 39,967/ m2"", """": ""Garage""}",True,843412,"CZK 39,967/ m2",The quiet part,C - Economical,28/05/2024,300m²,,New-build,Other,,699m²,,
"{""Listing ID"": ""909602"", ""Plot space"": ""8,175m²"", ""Plot type"": ""Garden"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 61/ m2"", """": ""MHD 2 minutes by car""}",True,909602,CZK 61/ m2,Solitude,,,,,Very good,,,"8,175m²",,Garden
"{""Listing ID"": ""909603"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Prefab concrete"", ""Užitná plocha"": ""58m²"", ""Location"": ""Centre"", ""Available from"": ""01/07/2025"", ""Floor"": ""2. podlaží z 10"", ""Price per unit"": ""CZK 259/ m2"", """": ""Parking""}",True,909603,CZK 259/ m2,Centre,,01/07/2025,58m²,2. podlaží z 10,Very good,2 bedroom,,,,
"{""Listing ID"": ""877786"", ""Layout"": ""6+kk"", ""Location"": ""The quiet part"", ""Available from"": ""12/01/2025"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 75,796/ m2"", ""Užitná plocha"": ""157m²"", ""Poloha domu"": ""Separate"", ""Fully furnished"": ""Partly"", ""Plot space"": ""1,100m²"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", """": ""Parking""}",True,877786,"CZK 75,796/ m2",The quiet part,C - Economical,12/01/2025,157m²,,New-build,6+kk,,"1,100m²",,
"{""Listing ID"": ""909609"", ""Poloha nebytového prostoru"": ""Separate"", ""Available from"": ""01/07/2025"", ""Building construction"": ""Brick"", ""Plocha nebytového prostoru"": ""22m²"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Price per unit"": ""CZK 220/ m2""}",True,909609,CZK 220/ m2,,,01/07/2025,,,Good,,,,,
"{""Listing ID"": ""909612"", ""Plot space"": ""1,706m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 52/ m2"", """": ""MHD 2 minutes by car""}",True,909612,CZK 52/ m2,Solitude,,,,,Very good,,,"1,706m²",,Field
"{""Listing ID"": ""899790"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Reconstruction"": ""Bathroom unit"", ""Užitná plocha"": ""53m²"", ""Location"": ""The Edge"", ""Available from"": ""01/05/2025"", ""Floor"": ""4. podlaží z 12"", ""Building construction"": ""Prefab concrete"", ""Heating"": ""Central"", ""Price per unit"": ""€11/ m2"", """": ""Lift""}",True,899790,€11/ m2,The Edge,C - Economical,01/05/2025,53m²,4. podlaží z 12,Very good,2 bedroom,,,,
"{""Listing ID"": ""909614"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""56m²"", ""Location"": ""The quiet part"", ""Available from"": ""27/05/2025"", ""Floor"": ""2. podlaží z 4"", ""Price per unit"": ""CZK 357/ m2"", """": ""Balcony: 2 m²""}",True,909614,CZK 357/ m2,The quiet part,,27/05/2025,56m²,2. podlaží z 4,Very good,2+kk,,,,
"{""Listing ID"": ""909615"", ""Plot space"": ""4,042m²"", ""Plot type"": ""Forest"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 19/ m2"", """": ""MHD 5 minutes by car""}",True,909615,CZK 19/ m2,Solitude,,,,,Very good,,,"4,042m²",,Forest
"{""Listing ID"": ""909618"", ""Plot space"": ""2,198m²"", ""Plot type"": ""Forest"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 18/ m2"", """": ""MHD 3 minutes by car""}",True,909618,CZK 18/ m2,Solitude,,,,,Very good,,,"2,198m²",,Forest
"{""Listing ID"": ""909619"", ""Plot space"": ""2,834m²"", ""Plot type"": ""Forest"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 18/ m2"", """": ""MHD 8 minutes by car""}",True,909619,CZK 18/ m2,Solitude,,,,,Very good,,,"2,834m²",,Forest
"{""Listing ID"": ""909621"", ""Plot space"": ""3,619m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 47/ m2"", """": ""MHD 7 minutes by car""}",True,909621,CZK 47/ m2,Solitude,,,,,Very good,,,"3,619m²",,Field
"{""Listing ID"": ""908704"", ""Layout"": ""1 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Reconstruction"": ""Complete"", ""Užitná plocha"": ""33m²"", ""Location"": ""The quiet part"", ""Available from"": ""24/05/2025"", ""Floor"": ""3. podlaží z 13"", ""Building construction"": ""Prefab concrete"", ""Heating"": ""Gas boiler"", ""Price per unit"": ""CZK 96,970/ m2"", """": ""Basement: 2 m²""}",True,908704,"CZK 96,970/ m2",The quiet part,B - Very economical,24/05/2025,33m²,3. podlaží z 13,Very good,1 bedroom,,,,
"{""Listing ID"": ""849972"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Užitná plocha"": ""88m²"", ""Location"": ""The quiet part"", ""Available from"": ""03/07/2024"", ""Floor"": ""7. podlaží z 13"", ""Building construction"": ""Mixed"", ""Price per unit"": ""CZK 180,682/ m2"", """": ""MHD 1 minute on foot""}",True,849972,"CZK 180,682/ m2",The quiet part,B - Very economical,03/07/2024,88m²,7. podlaží z 13,New-build,3+kk,,,,
"{""Listing ID"": ""909625"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Building construction"": ""Prefab concrete"", ""Užitná plocha"": ""43m²"", ""Location"": ""The quiet part"", ""Available from"": ""27/05/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""CZK 163/ m2"", """": ""Parking""}",True,909625,CZK 163/ m2,The quiet part,,27/05/2025,43m²,Ground floor,Good,2+kk,,,,
"{""Listing ID"": ""909627"", ""Layout"": ""5+1"", ""Fully furnished"": ""Partly"", ""Plot space"": ""430m²"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""100m²"", ""Poloha domu"": ""Separate"", ""Available from"": ""27/05/2025"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 150/ m2""}",True,909627,CZK 150/ m2,,,27/05/2025,100m²,,Very good,5+1,,430m²,,
