Raw Characteristics,Parse Success,Listing ID,Price per unit,Floor,Condition,Location,Available from,Usable area,Layout,EPC,Plot space,Plot type,Age,Total floors
"{""Listing ID"": ""537244"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Ownership"": ""Cooperative"", ""EPC"": ""C - Economical"", ""Heating"": ""Central"", ""Designe"": ""Standard"", ""Užitná plocha"": ""51m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/09/2025"", ""Floor"": ""8. podlaží"", ""Building construction"": ""Prefab concrete"", ""Age"": ""30 - 50 years"", ""Reconstruction"": ""Exterior"", ""Price per unit"": ""CZK 343/ m2"", """": ""Lift""}",True,537244,CZK 343/ m2,8. podlaží,Good,The quiet part,01/09/2025,51m²,2 bedroom,C - Economical,,,30 - 50 years,
"{""Listing ID"": ""904970"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Užitná plocha"": ""70m²"", ""Location"": ""Residences"", ""Available from"": ""01/07/2025"", ""Floor"": ""2. podlaží z 4"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 88,429/ m2"", """": ""Basement: 2 m²""}",True,904970,"CZK 88,429/ m2",2. podlaží z 4,Very good,Residences,01/07/2025,70m²,3+kk,C - Economical,,,,
"{""Listing ID"": ""684570"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Užitná plocha"": ""45m²"", ""Location"": ""The quiet part"", ""Available from"": ""13/04/2025"", ""Floor"": ""4. podlaží"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 444/ m2"", """": ""MHD 0 minutes on foot""}",True,684570,CZK 444/ m2,4. podlaží,Very good,The quiet part,13/04/2025,45m²,2+kk,C - Economical,,,,
"{""Listing ID"": ""904983"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""102m²"", ""Location"": ""The quiet part"", ""Available from"": ""14/05/2025"", ""Floor"": ""1. podlaží z 4"", ""Price per unit"": ""CZK 225/ m2"", """": ""Parking""}",True,904983,CZK 225/ m2,1. podlaží z 4,New-build,The quiet part,14/05/2025,102m²,2+kk,,,,,
"{""Listing ID"": ""905662"", ""Condition"": ""After reconstruction"", ""Price per unit"": ""€14/ m2"", ""Plocha kanceláře"": ""20m²"", ""Age"": ""Over 50 years"", """": ""MHD 5 minutes on foot""}",True,905662,€14/ m2,,After reconstruction,,,,,,,,Over 50 years,
"{""Listing ID"": ""905666"", ""Layout"": ""2 bedroom"", ""Condition"": ""New-build"", ""Price per unit"": ""€15/ m2"", ""Užitná plocha"": ""72m²"", ""Available from"": ""03/06/2025"", ""Age"": ""Over 50 years"", """": ""Parking""}",True,905666,€15/ m2,,New-build,,03/06/2025,72m²,2 bedroom,,,,Over 50 years,
"{""Listing ID"": ""905667"", ""Layout"": ""5+1"", ""Condition"": ""New-build"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""142m²"", ""Available from"": ""01/07/2025"", ""EPC"": ""A - Extremely economical"", ""Price per unit"": ""€11/ m2"", """": ""Parking""}",True,905667,€11/ m2,,New-build,,01/07/2025,142m²,5+1,A - Extremely economical,,,Over 50 years,
"{""Listing ID"": ""905668"", ""Layout"": ""2 bedroom"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""62m²"", ""Available from"": ""01/09/2025"", ""EPC"": ""E - Wasteful"", ""Price per unit"": ""€22/ m2"", """": ""MHD 0 minutes on foot""}",True,905668,€22/ m2,,After reconstruction,,01/09/2025,62m²,2 bedroom,E - Wasteful,,,Over 50 years,
"{""Listing ID"": ""905671"", ""Layout"": ""3+1"", ""Condition"": ""Good"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€3,924/ m2"", ""Užitná plocha"": ""66m²"", ""Available from"": ""01/07/2025"", ""Floor"": ""2. podlaží z 3"", ""Age"": ""Over 50 years"", """": ""MHD 2 minutes on foot""}",True,905671,"€3,924/ m2",2. podlaží z 3,Good,,01/07/2025,66m²,3+1,D - Less economical,,,Over 50 years,
"{""Listing ID"": ""905672"", ""Layout"": ""6+1"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,991/ m2"", ""Užitná plocha"": ""217m²"", ""Plot space"": ""477m²"", ""EPC"": ""B - Very economical"", ""Total floors"": ""3"", """": ""MHD 1 minute on foot""}",True,905672,"€2,991/ m2",,After reconstruction,,,217m²,6+1,B - Very economical,477m²,,Over 50 years,3
"{""Listing ID"": ""905673"", ""Layout"": ""3+1"", ""Floor"": ""3. podlaží z 5"", ""Užitná plocha"": ""87m²"", ""Condition"": ""After reconstruction"", ""Price per unit"": ""€23/ m2"", """": ""Cellar""}",True,905673,€23/ m2,3. podlaží z 5,After reconstruction,,,87m²,3+1,,,,,
"{""Listing ID"": ""905675"", ""Layout"": ""3+1"", ""Price per unit"": ""€14/ m2"", ""Užitná plocha"": ""71m²"", ""Condition"": ""After reconstruction"", """": ""Cellar""}",True,905675,€14/ m2,,After reconstruction,,,71m²,3+1,,,,,
"{""Listing ID"": ""905678"", ""Layout"": ""1 bedroom"", ""Condition"": ""After reconstruction"", ""Price per unit"": ""€13/ m2"", ""Užitná plocha"": ""38m²"", ""Available from"": ""03/06/2025"", ""Age"": ""Over 50 years"", """": ""Lift""}",True,905678,€13/ m2,,After reconstruction,,03/06/2025,38m²,1 bedroom,,,,Over 50 years,
"{""Listing ID"": ""905680"", ""Layout"": ""2 bedroom"", ""Floor"": ""4. podlaží z 4"", ""Price per unit"": ""€28/ m2"", ""Užitná plocha"": ""63m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""MHD 1 minute on foot""}",True,905680,€28/ m2,4. podlaží z 4,After reconstruction,,,63m²,2 bedroom,,,,Over 50 years,
"{""Listing ID"": ""905681"", ""Layout"": ""2 bedroom"", ""EPC"": ""E - Wasteful"", ""Price per unit"": ""€9/ m2"", ""Užitná plocha"": ""40m²"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", """": ""MHD 2 minutes on foot""}",True,905681,€9/ m2,,Good,,,40m²,2 bedroom,E - Wasteful,,,Over 50 years,
"{""Listing ID"": ""905003"", ""Poloha rekreačního objektu"": ""Separate"", ""Fully furnished"": ""Fully furnished"", ""Plot space"": ""990m²"", ""Building construction"": ""Wooden"", ""Price per unit"": ""CZK 600/ m2"", ""Užitná plocha"": ""30m²"", ""Location"": ""The Edge"", ""Available from"": ""01/06/2025"", ""Condition"": ""Good"", ""EPC"": ""D - Less economical"", """": ""Parking""}",True,905003,CZK 600/ m2,,Good,The Edge,01/06/2025,30m²,,D - Less economical,990m²,,,
"{""Listing ID"": ""905684"", ""Layout"": ""1 bedroom"", ""Condition"": ""Very good"", ""Price per unit"": ""€23/ m2"", ""Užitná plocha"": ""30m²"", ""Fully furnished"": ""Unfurnished"", ""Floor"": ""3. podlaží z 5"", """": ""Lift""}",True,905684,€23/ m2,3. podlaží z 5,Very good,,,30m²,1 bedroom,,,,,
"{""Listing ID"": ""905686"", ""Price per unit"": ""€224/ m2"", ""Plot space"": ""1,205m²"", """": ""MHD 2 minutes on foot""}",True,905686,€224/ m2,,,,,,,,"1,205m²",,,
"{""Listing ID"": ""905687"", ""Layout"": ""3+kk"", ""Condition"": ""Good"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€2,790/ m2"", ""Užitná plocha"": ""138m²"", ""Available from"": ""01/08/2025"", ""Floor"": ""1. podlaží z 2"", ""Age"": ""Over 50 years"", """": ""Garage""}",True,905687,"€2,790/ m2",1. podlaží z 2,Good,,01/08/2025,138m²,3+kk,D - Less economical,,,Over 50 years,
"{""Listing ID"": ""905690"", ""Layout"": ""2 bedroom"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""73m²"", ""Available from"": ""03/06/2025"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€7,781/ m2"", """": ""Lift""}",True,905690,"€7,781/ m2",,After reconstruction,,03/06/2025,73m²,2 bedroom,D - Less economical,,,Over 50 years,
"{""Listing ID"": ""905691"", ""Layout"": ""3+1"", ""Floor"": ""2. podlaží z 2"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""92m²"", ""Condition"": ""After reconstruction"", ""EPC"": ""F - Very uneconomical"", ""Price per unit"": ""€1,837/ m2"", """": ""Parking""}",True,905691,"€1,837/ m2",2. podlaží z 2,After reconstruction,,,92m²,3+1,F - Very uneconomical,,,Over 50 years,
"{""Listing ID"": ""905693"", ""Plot space"": ""613m²"", ""EPC"": ""A - Extremely economical"", ""Total floors"": ""2"", ""Užitná plocha"": ""196m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,653/ m2"", """": ""MHD 1 minute on foot""}",True,905693,"€2,653/ m2",,After reconstruction,,,196m²,,A - Extremely economical,613m²,,Over 50 years,2
"{""Listing ID"": ""905694"", ""Layout"": ""3+1"", ""EPC"": ""A - Extremely economical"", ""Price per unit"": ""€4,988/ m2"", ""Užitná plocha"": ""86m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""Cellar""}",True,905694,"€4,988/ m2",,After reconstruction,,,86m²,3+1,A - Extremely economical,,,Over 50 years,
"{""Listing ID"": ""905696"", ""Layout"": ""Studio"", ""Floor"": ""1. podlaží z 2"", ""Price per unit"": ""€26,827/ m2"", ""Užitná plocha"": ""52m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""MHD 1 minute on foot""}",True,905696,"€26,827/ m2",1. podlaží z 2,After reconstruction,,,52m²,Studio,,,,Over 50 years,
"{""Listing ID"": ""905700"", ""Layout"": ""5+kk"", ""Plot space"": ""1,635m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€3,913/ m2"", ""Užitná plocha"": ""115m²"", ""Available from"": ""30/08/2025"", ""Condition"": ""After reconstruction"", ""Total floors"": ""3"", """": ""Parking""}",True,905700,"€3,913/ m2",,After reconstruction,,30/08/2025,115m²,5+kk,,"1,635m²",,Over 50 years,3
"{""Listing ID"": ""905701"", ""Layout"": ""5+1"", ""Condition"": ""Good"", ""Total floors"": ""2"", ""Užitná plocha"": ""190m²"", ""Plot space"": ""205m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€3,658/ m2"", """": ""Parking""}",True,905701,"€3,658/ m2",,Good,,,190m²,5+1,,205m²,,Over 50 years,2
"{""Listing ID"": ""905703"", ""Layout"": ""2 bedroom"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€5/ m2"", ""Užitná plocha"": ""50m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""MHD 1 minute on foot""}",True,905703,€5/ m2,,After reconstruction,,,50m²,2 bedroom,D - Less economical,,,Over 50 years,
"{""Listing ID"": ""905705"", ""Layout"": ""4+1"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€3,718/ m2"", ""Užitná plocha"": ""117m²"", ""Plot space"": ""372m²"", ""EPC"": ""A - Extremely economical"", ""Total floors"": ""1"", """": ""Parking""}",True,905705,"€3,718/ m2",,Good,,,117m²,4+1,A - Extremely economical,372m²,,Over 50 years,1
"{""Listing ID"": ""905706"", ""Layout"": ""2 bedroom"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""53m²"", ""Condition"": ""After reconstruction"", ""Price per unit"": ""€10/ m2"", """": ""MHD 2 minutes on foot""}",True,905706,€10/ m2,,After reconstruction,,,53m²,2 bedroom,,,,Over 50 years,
"{""Listing ID"": ""905709"", ""Layout"": ""2 bedroom"", ""Condition"": ""After reconstruction"", ""Užitná plocha"": ""65m²"", ""Available from"": ""03/06/2025"", ""Price per unit"": ""€6/ m2"", """": ""MHD 2 minutes on foot""}",True,905709,€6/ m2,,After reconstruction,,03/06/2025,65m²,2 bedroom,,,,,
"{""Listing ID"": ""905715"", ""Layout"": ""5+1"", ""Condition"": ""Very good"", ""Total floors"": ""2"", ""Užitná plocha"": ""158m²"", ""Plot space"": ""843m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€6,899/ m2"", """": ""Garage""}",True,905715,"€6,899/ m2",,Very good,,,158m²,5+1,,843m²,,Over 50 years,2
"{""Listing ID"": ""905716"", ""Layout"": ""4+1"", ""EPC"": ""C - Economical"", ""Price per unit"": ""€3,170/ m2"", ""Užitná plocha"": ""88m²"", ""Available from"": ""04/06/2025"", ""Age"": ""Over 50 years"", """": ""MHD 4 minutes on foot""}",True,905716,"€3,170/ m2",,,,04/06/2025,88m²,4+1,C - Economical,,,Over 50 years,
"{""Listing ID"": ""905717"", ""Condition"": ""Good"", ""Price per unit"": ""€21/ m2"", ""Plocha kanceláře"": ""121m²"", ""Floor"": ""5. podlaží z 7"", """": ""MHD 2 minutes on foot""}",True,905717,€21/ m2,5. podlaží z 7,Good,,,,,,,,,
"{""Listing ID"": ""905718"", ""Layout"": ""Studio"", ""Condition"": ""Good"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€13/ m2"", ""Užitná plocha"": ""45m²"", ""Available from"": ""01/07/2025"", ""Floor"": ""Ground floor"", ""Age"": ""Over 50 years"", """": ""MHD 3 minutes on foot""}",True,905718,€13/ m2,Ground floor,Good,,01/07/2025,45m²,Studio,D - Less economical,,,Over 50 years,
"{""Listing ID"": ""905720"", ""Layout"": ""2 bedroom"", ""Condition"": ""Very good"", ""EPC"": ""C - Economical"", ""Price per unit"": ""€4,605/ m2"", ""Užitná plocha"": ""43m²"", ""Available from"": ""04/06/2025"", ""Floor"": ""1. podlaží z 4"", ""Age"": ""Over 50 years"", """": ""MHD 0 minutes on foot""}",True,905720,"€4,605/ m2",1. podlaží z 4,Very good,,04/06/2025,43m²,2 bedroom,C - Economical,,,Over 50 years,
"{""Listing ID"": ""905723"", ""Layout"": ""5+kk"", ""Condition"": ""Before reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,194/ m2"", ""Užitná plocha"": ""180m²"", ""Plot space"": ""687m²"", ""EPC"": ""G - Extremely uneconomical"", ""Total floors"": ""2"", """": ""Garage""}",True,905723,"€2,194/ m2",,Before reconstruction,,,180m²,5+kk,G - Extremely uneconomical,687m²,,Over 50 years,2
"{""Listing ID"": ""905724"", ""Available from"": ""01/06/2025"", ""Age"": ""Over 50 years"", ""Plocha kanceláře"": ""50m²"", ""Floor"": ""3. podlaží z 3"", ""Price per unit"": ""€10/ m2"", """": ""MHD 4 minutes on foot""}",True,905724,€10/ m2,3. podlaží z 3,,,01/06/2025,,,,,,Over 50 years,
"{""Listing ID"": ""905726"", ""Layout"": ""4+1"", ""Condition"": ""After reconstruction"", ""Total floors"": ""3"", ""Užitná plocha"": ""101m²"", ""Plot space"": ""101m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€6,436/ m2"", """": ""MHD 4 minutes on foot""}",True,905726,"€6,436/ m2",,After reconstruction,,,101m²,4+1,,101m²,,Over 50 years,3
"{""Listing ID"": ""905727"", ""Layout"": ""3+1"", ""Floor"": ""1. podlaží"", ""Užitná plocha"": ""89m²"", ""Condition"": ""After reconstruction"", ""Price per unit"": ""€13/ m2"", """": ""Cellar""}",True,905727,€13/ m2,1. podlaží,After reconstruction,,,89m²,3+1,,,,,
"{""Listing ID"": ""905728"", ""Layout"": ""3+1"", ""Condition"": ""New-build"", ""EPC"": ""C - Economical"", ""Price per unit"": ""€7/ m2"", ""Užitná plocha"": ""91m²"", ""Available from"": ""01/07/2025"", ""Floor"": ""1. podlaží z 5"", ""Age"": ""Over 50 years"", """": ""MHD 12 minutes by car""}",True,905728,€7/ m2,1. podlaží z 5,New-build,,01/07/2025,91m²,3+1,C - Economical,,,Over 50 years,
"{""Listing ID"": ""905732"", ""Layout"": ""4+1"", ""Plot space"": ""605m²"", ""EPC"": ""E - Wasteful"", ""Total floors"": ""1"", ""Užitná plocha"": ""92m²"", ""Available from"": ""04/06/2025"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,707/ m2"", """": ""MHD 5 minutes on foot""}",True,905732,"€2,707/ m2",,After reconstruction,,04/06/2025,92m²,4+1,E - Wasteful,605m²,,Over 50 years,1
"{""Listing ID"": ""905733"", ""Layout"": ""3+1"", ""Floor"": ""1. podlaží z 2"", ""Price per unit"": ""€14/ m2"", ""Užitná plocha"": ""80m²"", ""Condition"": ""New-build"", ""Age"": ""Over 50 years"", """": ""MHD 1 minute on foot""}",True,905733,€14/ m2,1. podlaží z 2,New-build,,,80m²,3+1,,,,Over 50 years,
"{""Listing ID"": ""905734"", ""Layout"": ""3+1"", ""Floor"": ""2. podlaží z 2"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""87m²"", ""Condition"": ""Very good"", ""EPC"": ""B - Very economical"", ""Price per unit"": ""€3,793/ m2"", """": ""Garage""}",True,905734,"€3,793/ m2",2. podlaží z 2,Very good,,,87m²,3+1,B - Very economical,,,Over 50 years,
"{""Listing ID"": ""905736"", ""Layout"": ""4+1"", ""Plot space"": ""921m²"", ""EPC"": ""A - Extremely economical"", ""Total floors"": ""2"", ""Užitná plocha"": ""160m²"", ""Available from"": ""03/06/2025"", ""Condition"": ""New-build"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€3,431/ m2"", """": ""MHD 3 minutes on foot""}",True,905736,"€3,431/ m2",,New-build,,03/06/2025,160m²,4+1,A - Extremely economical,921m²,,Over 50 years,2
"{""Listing ID"": ""905738"", ""Layout"": ""2 bedroom"", ""Condition"": ""New-build"", ""EPC"": ""B - Very economical"", ""Price per unit"": ""€18/ m2"", ""Užitná plocha"": ""48m²"", ""Available from"": ""04/06/2025"", ""Floor"": ""2. podlaží z 2"", ""Age"": ""Over 50 years"", """": ""MHD 5 minutes on foot""}",True,905738,€18/ m2,2. podlaží z 2,New-build,,04/06/2025,48m²,2 bedroom,B - Very economical,,,Over 50 years,
"{""Listing ID"": ""905740"", ""Layout"": ""5+1"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€4,900/ m2"", ""Užitná plocha"": ""110m²"", ""Plot space"": ""180m²"", ""EPC"": ""B - Very economical"", ""Total floors"": ""2"", """": ""Garage""}",True,905740,"€4,900/ m2",,After reconstruction,,,110m²,5+1,B - Very economical,180m²,,Over 50 years,2
"{""Listing ID"": ""905741"", ""Plot space"": ""600m²"", ""Užitná plocha"": ""240m²"", ""Price per unit"": ""€4,163/ m2"", """": ""Cellar""}",True,905741,"€4,163/ m2",,,,,240m²,,,600m²,,,
"{""Listing ID"": ""905742"", ""Layout"": ""1 bedroom"", ""Price per unit"": ""€6,400/ m2"", ""Užitná plocha"": ""30m²"", ""Condition"": ""Before reconstruction"", """": ""Lift""}",True,905742,"€6,400/ m2",,Before reconstruction,,,30m²,1 bedroom,,,,,
"{""Listing ID"": ""905743"", ""Layout"": ""7+1"", ""Plot space"": ""692m²"", ""EPC"": ""G - Extremely uneconomical"", ""Total floors"": ""2"", ""Užitná plocha"": ""127m²"", ""Available from"": ""03/06/2025"", ""Condition"": ""Before reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€6,220/ m2"", """": ""MHD 1 minute on foot""}",True,905743,"€6,220/ m2",,Before reconstruction,,03/06/2025,127m²,7+1,G - Extremely uneconomical,692m²,,Over 50 years,2
"{""Listing ID"": ""905745"", ""Layout"": ""4+1"", ""EPC"": ""B - Very economical"", ""Price per unit"": ""€5,333/ m2"", ""Užitná plocha"": ""105m²"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", """": ""MHD 6 minutes on foot""}",True,905745,"€5,333/ m2",,Very good,,,105m²,4+1,B - Very economical,,,Over 50 years,
"{""Listing ID"": ""905747"", ""Layout"": ""3+1"", ""Condition"": ""Good"", ""EPC"": ""C - Economical"", ""Price per unit"": ""€3,934/ m2"", ""Užitná plocha"": ""76m²"", ""Available from"": ""04/06/2025"", ""Floor"": ""3. podlaží z 1"", ""Age"": ""Over 50 years"", """": ""MHD 0 minutes on foot""}",True,905747,"€3,934/ m2",3. podlaží z 1,Good,,04/06/2025,76m²,3+1,C - Economical,,,Over 50 years,
"{""Listing ID"": ""905755"", ""Layout"": ""4+1"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€1,938/ m2"", ""Užitná plocha"": ""144m²"", ""Plot space"": ""440m²"", ""EPC"": ""E - Wasteful"", ""Total floors"": ""2"", """": ""MHD 1 minute on foot""}",True,905755,"€1,938/ m2",,Good,,,144m²,4+1,E - Wasteful,440m²,,Over 50 years,2
"{""Listing ID"": ""905759"", ""Layout"": ""4+1"", ""EPC"": ""C - Economical"", ""Price per unit"": ""€10/ m2"", ""Užitná plocha"": ""150m²"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", """": ""Parking""}",True,905759,€10/ m2,,Good,,,150m²,4+1,C - Economical,,,Over 50 years,
"{""Listing ID"": ""905760"", ""Layout"": ""3+1"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""120m²"", ""Available from"": ""01/07/2025"", ""Floor"": ""5. podlaží z 5"", ""Price per unit"": ""€4,975/ m2"", """": ""MHD 3 minutes on foot""}",True,905760,"€4,975/ m2",5. podlaží z 5,After reconstruction,,01/07/2025,120m²,3+1,,,,Over 50 years,
"{""Listing ID"": ""886680"", ""Layout"": ""3+1"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Sewage"": ""Public sewage"", ""Užitná plocha"": ""61m²"", ""Location"": ""The quiet part"", ""Available from"": ""02/06/2025"", ""Floor"": ""2. podlaží"", ""Building construction"": ""Prefab concrete"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 328/ m2"", """": ""MHD 6 minutes on foot""}",True,886680,CZK 328/ m2,2. podlaží,Good,The quiet part,02/06/2025,61m²,3+1,B - Very economical,,,,
"{""Listing ID"": ""868435"", ""Plot space"": ""13,586m²"", ""Plot type"": ""Field"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 40/ m2"", """": ""MHD 3 minutes by car""}",True,868435,CZK 40/ m2,,Very good,The quiet part,,,,,"13,586m²",Field,,
"{""Listing ID"": ""878296"", ""Plot space"": ""16,858m²"", ""Plot type"": ""Field"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 40/ m2"", """": ""MHD 8 minutes on foot""}",True,878296,CZK 40/ m2,,Very good,Polosamota,,,,,"16,858m²",Field,,
"{""Listing ID"": ""878297"", ""Plot space"": ""3,930m²"", ""Plot type"": ""Field"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 39/ m2"", """": ""MHD 3 minutes by car""}",True,878297,CZK 39/ m2,,Very good,Polosamota,,,,,"3,930m²",Field,,
"{""Listing ID"": ""878302"", ""Plot space"": ""10,638m²"", ""Plot type"": ""Meadow"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 40/ m2"", """": ""MHD 2 minutes by car""}",True,878302,CZK 40/ m2,,Very good,Polosamota,,,,,"10,638m²",Meadow,,
"{""Listing ID"": ""878308"", ""Plot space"": ""2,340m²"", ""Plot type"": ""Forest"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 24/ m2"", """": ""MHD 5 minutes by car""}",True,878308,CZK 24/ m2,,Very good,Solitude,,,,,"2,340m²",Forest,,
"{""Listing ID"": ""878309"", ""Plot space"": ""10,876m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 50/ m2"", """": ""MHD 2 minutes by car""}",True,878309,CZK 50/ m2,,Very good,Solitude,,,,,"10,876m²",Field,,
"{""Listing ID"": ""878312"", ""Plot space"": ""13,387m²"", ""Plot type"": ""Field"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 249/ m2"", """": ""MHD 1 minute on foot""}",True,878312,CZK 249/ m2,,Very good,Polosamota,,,,,"13,387m²",Field,,
"{""Listing ID"": ""878313"", ""Plot space"": ""13,387m²"", ""Plot type"": ""Building"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 249/ m2"", """": ""MHD 1 minute on foot""}",True,878313,CZK 249/ m2,,Very good,Polosamota,,,,,"13,387m²",Building,,
"{""Listing ID"": ""878324"", ""Plot space"": ""5,208m²"", ""Plot type"": ""Garden"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 80/ m2"", """": ""MHD 4 minutes by car""}",True,878324,CZK 80/ m2,,Very good,Solitude,,,,,"5,208m²",Garden,,
