Raw Characteristics,Parse Success,Listing ID,Price per unit,Floor,Condition,Location,Available from,Usable area,Layout,EPC,Plot space,Plot type,Age,Total floors
"{""Listing ID"": ""587309"", ""Location"": ""The quiet part"", ""Available from"": ""01/10/2022"", ""Plocha garáže"": ""15m²"", ""Fully furnished"": ""Unfurnished"", ""Price per unit"": ""CZK 187/ m2"", """": ""MHD 3 minutes on foot""}",True,587309.0,CZK 187/ m2,,,The quiet part,01/10/2022,,,,,,,
"{""Listing ID"": ""563162"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""3. podlaží"", ""Building construction"": ""Brick"", ""Heating"": ""Gas boiler"", ""Užitná plocha"": ""51m²"", ""Location"": ""The quiet part"", ""Available from"": ""20/05/2025"", ""Ownership"": ""Personal"", ""EPC"": ""E - Wasteful"", ""Price per unit"": ""CZK 371/ m2"", """": ""Lift""}",True,563162.0,CZK 371/ m2,3. podlaží,,The quiet part,20/05/2025,51m²,2+kk,E - Wasteful,,,,
"{""Listing ID"": ""895841"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""A - Extremely economical"", ""Užitná plocha"": ""43m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/10/2026"", ""Floor"": ""1. podlaží z 4"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 79,070/ m2"", """": ""Lift""}",True,895841.0,"CZK 79,070/ m2",1. podlaží z 4,New-build,The quiet part,01/10/2026,43m²,2+kk,A - Extremely economical,,,,
"{""Listing ID"": ""893518"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Užitná plocha"": ""92m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""3. podlaží z 3"", ""Building construction"": ""Mixed"", ""Price per unit"": ""CZK 152,174/ m2"", """": ""Garage""}",True,893518.0,"CZK 152,174/ m2",3. podlaží z 3,Very good,The quiet part,01/07/2025,92m²,3+kk,D - Less economical,,,,
"{""Listing ID"": ""845514"", ""Location"": ""The quiet part"", ""Available from"": ""08/06/2024"", ""Condition"": ""Very good"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""67m²"", ""Fully furnished"": ""Fully furnished"", ""Plot space"": ""1,000m²"", ""Building construction"": ""Wooden"", ""Price per unit"": ""CZK 179/ m2"", """": ""Parking""}",True,845514.0,CZK 179/ m2,,Very good,The quiet part,08/06/2024,67m²,,G - Extremely uneconomical,"1,000m²",,,
"{""Listing ID"": ""652784"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Užitná plocha"": ""38m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/05/2025"", ""Floor"": ""1. podlaží z 5"", ""Building construction"": ""Mixed"", ""Price per unit"": ""CZK 197,105/ m2"", """": ""Front garden 38 m²""}",True,652784.0,"CZK 197,105/ m2",1. podlaží z 5,New-build,The quiet part,01/05/2025,38m²,Studio,B - Very economical,,,,
"{""Listing ID"": ""903210"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Reconstruction"": ""Interior"", ""Price per unit"": ""CZK 98,641/ m2"", ""Užitná plocha"": ""81m²"", ""Location"": ""The quiet part"", ""Available from"": ""31/05/2025"", ""Floor"": ""3. podlaží z 3"", ""Building construction"": ""Brick"", ""Age"": ""Over 50 years"", ""Designe"": ""Standard"", """": ""Basement: 12 m²""}",True,903210.0,"CZK 98,641/ m2",3. podlaží z 3,Very good,The quiet part,31/05/2025,81m²,3+kk,G - Extremely uneconomical,,,Over 50 years,
"{""Listing ID"": ""904102"", ""Layout"": ""6+1"", ""Fully furnished"": ""Partly"", ""Plot space"": ""1,481m²"", ""Ownership"": ""Personal"", ""EPC"": ""E - Wasteful"", ""Užitná plocha"": ""374m²"", ""Poloha domu"": ""Separate"", ""Available from"": ""10/05/2025"", ""Condition"": ""Good"", ""Building construction"": ""Mixed"", ""Price per unit"": ""CZK 20,772/ m2"", """": ""Parking""}",True,904102.0,"CZK 20,772/ m2",,Good,,10/05/2025,374m²,6+1,E - Wasteful,"1,481m²",,,
"{""Listing ID"": ""821410"", ""Layout"": ""4+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Heating"": ""Central"", ""Price per unit"": ""CZK 97,558/ m2"", ""Užitná plocha"": ""86m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/02/2024"", ""Floor"": ""6. podlaží z 6"", ""Building construction"": ""Prefab concrete"", ""Age"": ""30 - 50 years"", ""Designe"": ""Standard"", """": ""MHD 2 minutes on foot""}",True,821410.0,"CZK 97,558/ m2",6. podlaží z 6,Good,The quiet part,01/02/2024,86m²,4+kk,G - Extremely uneconomical,,,30 - 50 years,
"{""Listing ID"": ""599903"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Reconstruction"": ""Complete"", ""Price per unit"": ""CZK 535/ m2"", ""Užitná plocha"": ""43m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""2. podlaží z 8"", ""Building construction"": ""Prefab concrete"", ""Heating"": ""Distance"", ""Designe"": ""Luxurious"", """": ""MHD 5 minutes on foot""}",True,599903.0,CZK 535/ m2,2. podlaží z 8,Very good,The quiet part,01/07/2025,43m²,2+kk,B - Very economical,,,,
"{""Listing ID"": ""841386"", ""Layout"": ""5+1"", ""Location"": ""The quiet part"", ""Available from"": ""15/05/2024"", ""Condition"": ""Good"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""195m²"", ""Poloha domu"": ""Separate"", ""Fully furnished"": ""Unfurnished"", ""Plot space"": ""2,201m²"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 43,538/ m2"", """": ""MHD 4 minutes on foot""}",True,841386.0,"CZK 43,538/ m2",,Good,The quiet part,15/05/2024,195m²,5+1,G - Extremely uneconomical,"2,201m²",,,
"{""Listing ID"": ""893594"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Užitná plocha"": ""43m²"", ""Location"": ""Residences"", ""Available from"": ""01/06/2025"", ""Floor"": ""5. podlaží z 12"", ""Building construction"": ""Prefab concrete"", ""Price per unit"": ""CZK 139,535/ m2"", """": ""Lift""}",True,893594.0,"CZK 139,535/ m2",5. podlaží z 12,Very good,Residences,01/06/2025,43m²,2+kk,C - Economical,,,,
"{""Listing ID"": ""781274"", ""Layout"": ""4+kk"", ""Location"": ""The quiet part"", ""Available from"": ""05/02/2024"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 60,545/ m2"", ""Užitná plocha"": ""165m²"", ""Poloha domu"": ""Corner"", ""Fully furnished"": ""Unfurnished"", ""Plot space"": ""435m²"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", """": ""MHD 6 minutes on foot""}",True,781274.0,"CZK 60,545/ m2",,New-build,The quiet part,05/02/2024,165m²,4+kk,B - Very economical,435m²,,,
"{""Listing ID"": ""893647"", ""Poloha nemovitosti"": ""Serial"", ""Available from"": ""14/04/2025"", ""Ownership"": ""Personal"", ""EPC"": ""F - Very uneconomical"", ""Plocha garáže"": ""18m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 25,000/ m2""}",True,893647.0,"CZK 25,000/ m2",,Good,,14/04/2025,,,F - Very uneconomical,,,,
"{""Listing ID"": ""893698"", ""Poloha nemovitosti"": ""Serial"", ""Available from"": ""07/04/2025"", ""Ownership"": ""Personal"", ""EPC"": ""A - Extremely economical"", ""Plocha garáže"": ""12m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 82,500/ m2"", """": ""Garage""}",True,893698.0,"CZK 82,500/ m2",,Very good,,07/04/2025,,,A - Extremely economical,,,,
"{""Listing ID"": ""893704"", ""Poloha nemovitosti"": ""Separate"", ""Available from"": ""07/04/2025"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Plocha garáže"": ""33m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 78,788/ m2""}",True,893704.0,"CZK 78,788/ m2",,Very good,,07/04/2025,,,G - Extremely uneconomical,,,,
"{""Listing ID"": ""904112"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Building construction"": ""Skeleton"", ""Užitná plocha"": ""47m²"", ""Location"": ""Centre"", ""Available from"": ""10/05/2025"", ""Floor"": ""3. podlaží z 3"", ""Price per unit"": ""CZK 574/ m2"", """": ""Lift""}",True,904112.0,CZK 574/ m2,3. podlaží z 3,New-build,Centre,10/05/2025,47m²,2+kk,,,,,
"{""Listing ID"": ""895870"", ""Poloha rekreačního objektu"": ""Corner"", ""Available from"": ""10/04/2025"", ""Condition"": ""Good"", ""Building construction"": ""Wooden"", ""Price per unit"": ""CZK 83,222/ m2"", ""Užitná plocha"": ""9m²"", ""Fully furnished"": ""Fully furnished"", ""Plot space"": ""130m²"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", """": ""Parking""}",True,895870.0,"CZK 83,222/ m2",,Good,,10/04/2025,9m²,,C - Economical,130m²,,,
"{""Listing ID"": ""904118"", ""Layout"": ""1 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""34m²"", ""Location"": ""The quiet part"", ""Available from"": ""31/05/2025"", ""Floor"": ""1. podlaží z 2"", ""Price per unit"": ""CZK 282/ m2"", """": ""Parking""}",True,904118.0,CZK 282/ m2,1. podlaží z 2,Very good,The quiet part,31/05/2025,34m²,1 bedroom,,,,,
"{""Listing ID"": ""409277"", ""Layout"": ""1 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""After reconstruction"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Reconstruction"": ""Complete"", ""Užitná plocha"": ""32m²"", ""Location"": ""The quiet part"", ""Available from"": ""25/04/2025"", ""Floor"": ""4. podlaží z 4"", ""Building construction"": ""Prefab concrete"", ""Heating"": ""Central"", ""Price per unit"": ""CZK 375/ m2"", """": ""MHD 3 minutes on foot""}",True,409277.0,CZK 375/ m2,4. podlaží z 4,After reconstruction,The quiet part,25/04/2025,32m²,1 bedroom,B - Very economical,,,,
"{""Listing ID"": ""296434"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""3. podlaží z 5"", ""Building construction"": ""Brick"", ""Reconstruction"": ""Complete"", ""Užitná plocha"": ""45m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/04/2025"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Price per unit"": ""CZK 533/ m2"", """": ""MHD 3 minutes on foot""}",True,296434.0,CZK 533/ m2,3. podlaží z 5,,The quiet part,01/04/2025,45m²,2+kk,C - Economical,,,,
"{""Listing ID"": ""884216"", ""Layout"": ""Other"", ""Location"": ""The quiet part"", ""Available from"": ""11/03/2025"", ""Condition"": ""Before reconstruction"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 3,307/ m2"", ""Užitná plocha"": ""2,416m²"", ""Poloha domu"": ""Separate"", ""Fully furnished"": ""Partly"", ""Plot space"": ""1,458m²"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical""}",True,884216.0,"CZK 3,307/ m2",,Before reconstruction,The quiet part,11/03/2025,"2,416m²",Other,G - Extremely uneconomical,"1,458m²",,,
"{""Listing ID"": ""890412"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Cooperative"", ""EPC"": ""B - Very economical"", ""Designe"": ""Standard"", ""Užitná plocha"": ""40m²"", ""Location"": ""Centre"", ""Available from"": ""30/06/2025"", ""Floor"": ""5. podlaží z 6"", ""Building construction"": ""Brick"", ""Heating"": ""Distance"", ""Price per unit"": ""CZK 174,250/ m2"", """": ""Lift""}",True,890412.0,"CZK 174,250/ m2",5. podlaží z 6,Very good,Centre,30/06/2025,40m²,2+kk,B - Very economical,,,,
"{""Listing ID"": ""880578"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""60m²"", ""Location"": ""Centre"", ""Available from"": ""06/02/2025"", ""Floor"": ""6. podlaží z 6"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 400,000/ m2"", """": ""Lift""}",True,880578.0,"CZK 400,000/ m2",6. podlaží z 6,Good,Centre,06/02/2025,60m²,2+kk,G - Extremely uneconomical,,,,
"{""Listing ID"": ""904124"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Partly"", ""Plot space"": ""200m²"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Užitná plocha"": ""90m²"", ""Poloha domu"": ""Separate"", ""Available from"": ""10/05/2025"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 33,222/ m2""}",True,904124.0,"CZK 33,222/ m2",,Very good,,10/05/2025,90m²,3+kk,C - Economical,200m²,,,
"{""Listing ID"": ""627606"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Reconstruction"": ""Complete"", ""Užitná plocha"": ""50m²"", ""Location"": ""The quiet part"", ""Available from"": ""10/05/2025"", ""Floor"": ""5. podlaží z 5"", ""Building construction"": ""Brick"", ""Heating"": ""Gas boiler"", ""Price per unit"": ""CZK 500/ m2"", """": ""MHD 4 minutes on foot""}",True,627606.0,CZK 500/ m2,5. podlaží z 5,Very good,The quiet part,10/05/2025,50m²,2+kk,B - Very economical,,,,
"{""Listing ID"": ""903242"", ""Layout"": ""3+1"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Good"", ""Ownership"": ""Cooperative"", ""EPC"": ""B - Very economical"", ""Price per unit"": ""CZK 104,605/ m2"", ""Užitná plocha"": ""76m²"", ""Location"": ""Residences"", ""Available from"": ""07/05/2025"", ""Floor"": ""1. podlaží z 6"", ""Building construction"": ""Prefab concrete"", ""Heating"": ""Central"", """": ""Lift""}",True,903242.0,"CZK 104,605/ m2",1. podlaží z 6,Good,Residences,07/05/2025,76m²,3+1,B - Very economical,,,,
"{""Listing ID"": ""903837"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 522/ m2"", ""Užitná plocha"": ""46m²"", ""Location"": ""The quiet part"", ""Available from"": ""09/05/2025"", ""Floor"": ""7. podlaží z 8"", ""EPC"": ""B - Very economical"", """": ""Lift""}",True,903837.0,CZK 522/ m2,7. podlaží z 8,New-build,The quiet part,09/05/2025,46m²,2+kk,B - Very economical,,,,
"{""Listing ID"": ""566285"", ""Location"": ""The quiet part"", ""Available from"": ""09/02/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 10,500/ m2"", ""Plocha"": ""600m²"", ""Fully furnished"": ""Unfurnished"", ""Plot space"": ""600m²"", ""Plot type"": ""Building"", """": ""MHD 4 minutes by car""}",True,566285.0,"CZK 10,500/ m2",,,The quiet part,09/02/2025,,,,600m²,Building,,
"{""Listing ID"": ""710556"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""A - Extremely economical"", ""Heating"": ""Gas boiler"", ""Užitná plocha"": ""55m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/07/2025"", ""Floor"": ""3. podlaží z 4"", ""Building construction"": ""Brick"", ""Age"": ""Up to 10 years"", ""Price per unit"": ""CZK 325/ m2"", """": ""MHD 5 minutes on foot""}",True,710556.0,CZK 325/ m2,3. podlaží z 4,New-build,The quiet part,01/07/2025,55m²,2+kk,A - Extremely economical,,,Up to 10 years,
"{""Listing ID"": ""894019"", ""Layout"": ""7+1"", ""Fully furnished"": ""Unfurnished"", ""Plot space"": ""852m²"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""264m²"", ""Poloha domu"": ""Separate"", ""Available from"": ""07/04/2025"", ""Condition"": ""Before reconstruction"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 85,223/ m2"", """": ""Garage""}",True,894019.0,"CZK 85,223/ m2",,Before reconstruction,,07/04/2025,264m²,7+1,G - Extremely uneconomical,852m²,,,
"{""Listing ID"": ""899792"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""90m²"", ""Location"": ""Residences"", ""Available from"": ""25/04/2025"", ""Floor"": ""4. podlaží z 5"", ""Price per unit"": ""CZK 278/ m2"", """": ""Lift""}",True,899792.0,CZK 278/ m2,4. podlaží z 5,Very good,Residences,25/04/2025,90m²,3+kk,,,,,
"{""Listing ID"": ""904643"", ""Available from"": ""04/06/2025"", ""Floor"": ""1. podlaží z 2"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""162m²"", ""Condition"": ""After reconstruction"", ""EPC"": ""G - Extremely uneconomical"", ""Price per unit"": ""€1,383/ m2"", """": ""Parking""}",True,904643.0,"€1,383/ m2",1. podlaží z 2,After reconstruction,,04/06/2025,162m²,,G - Extremely uneconomical,,,Over 50 years,
"{""Listing ID"": ""904644"", ""Layout"": ""2 bedroom"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""63m²"", ""Condition"": ""New-build"", ""Price per unit"": ""€12/ m2"", """": ""Garage""}",True,904644.0,€12/ m2,,New-build,,,63m²,2 bedroom,,,,Over 50 years,
"{""Listing ID"": ""904647"", ""Layout"": ""6+1"", ""Condition"": ""Good"", ""Total floors"": ""2"", ""Užitná plocha"": ""132m²"", ""Plot space"": ""525m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,803/ m2"", """": ""MHD 3 minutes on foot""}",True,904647.0,"€2,803/ m2",,Good,,,132m²,6+1,,525m²,,Over 50 years,2.0
"{""Listing ID"": ""904649"", ""Layout"": ""4+1"", ""Plot space"": ""360m²"", ""EPC"": ""A - Extremely economical"", ""Total floors"": ""1"", ""Užitná plocha"": ""118m²"", ""Available from"": ""01/09/2025"", ""Condition"": ""New-build"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€12/ m2"", """": ""Parking""}",True,904649.0,€12/ m2,,New-build,,01/09/2025,118m²,4+1,A - Extremely economical,360m²,,Over 50 years,1.0
"{""Listing ID"": ""904651"", ""Layout"": ""1 bedroom"", ""Condition"": ""After reconstruction"", ""Užitná plocha"": ""55m²"", ""Available from"": ""01/07/2025"", ""Price per unit"": ""€9/ m2"", """": ""MHD 2 minutes on foot""}",True,904651.0,€9/ m2,,After reconstruction,,01/07/2025,55m²,1 bedroom,,,,,
"{""Listing ID"": ""904652"", ""Available from"": ""01/10/2025"", ""Age"": ""Over 50 years"", ""Plocha kanceláře"": ""86m²"", ""Condition"": ""Very good"", ""Price per unit"": ""€7,233/ m2"", """": ""MHD 2 minutes on foot""}",True,904652.0,"€7,233/ m2",,Very good,,01/10/2025,,,,,,Over 50 years,
"{""Listing ID"": ""904655"", ""Layout"": ""4+kk"", ""Condition"": ""Good"", ""EPC"": ""C - Economical"", ""Price per unit"": ""€4,602/ m2"", ""Užitná plocha"": ""113m²"", ""Available from"": ""01/07/2025"", ""Floor"": ""Ground floor"", ""Age"": ""Over 50 years"", """": ""Garage""}",True,904655.0,"€4,602/ m2",Ground floor,Good,,01/07/2025,113m²,4+kk,C - Economical,,,Over 50 years,
"{""Listing ID"": ""904656"", ""Available from"": ""01/09/2025"", ""Condition"": ""New-build"", ""Price per unit"": ""€12/ m2"", ""Plocha nebytového prostoru"": ""300m²"", ""Plot space"": ""11,665m²"", ""Age"": ""Over 50 years"", """": ""MHD 3 minutes on foot""}",True,904656.0,€12/ m2,,New-build,,01/09/2025,,,,"11,665m²",,Over 50 years,
"{""Listing ID"": ""904657"", ""Layout"": ""4+1"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,980/ m2"", ""Užitná plocha"": ""100m²"", ""Plot space"": ""220m²"", ""Total floors"": ""4"", """": ""Garage""}",True,904657.0,"€2,980/ m2",,,,,100m²,4+1,,220m²,,Over 50 years,4.0
"{""Listing ID"": ""904661"", ""Layout"": ""2 bedroom"", ""Condition"": ""Good"", ""Užitná plocha"": ""40m²"", ""Available from"": ""01/08/2025"", ""Price per unit"": ""€11/ m2"", """": ""MHD 3 minutes on foot""}",True,904661.0,€11/ m2,,Good,,01/08/2025,40m²,2 bedroom,,,,,
"{""Listing ID"": ""904663"", ""Layout"": ""1 bedroom"", ""Condition"": ""After reconstruction"", ""EPC"": ""E - Wasteful"", ""Price per unit"": ""€4,067/ m2"", ""Užitná plocha"": ""30m²"", ""Available from"": ""03/06/2025"", ""Floor"": ""4. podlaží z 4"", ""Age"": ""Over 50 years"", """": ""MHD 6 minutes on foot""}",True,904663.0,"€4,067/ m2",4. podlaží z 4,After reconstruction,,03/06/2025,30m²,1 bedroom,E - Wasteful,,,Over 50 years,
"{""Listing ID"": ""904665"", ""Available from"": ""03/06/2025"", ""Age"": ""Over 50 years"", ""Plocha nebytového prostoru"": ""142m²"", ""Condition"": ""Good"", ""Price per unit"": ""€7/ m2"", """": ""MHD 0 minutes on foot""}",True,904665.0,€7/ m2,,Good,,03/06/2025,,,,,,Over 50 years,
"{""Listing ID"": ""904667"", ""Layout"": ""3+1"", ""Condition"": ""Before reconstruction"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""90m²"", ""Available from"": ""03/06/2025"", ""Floor"": ""1. podlaží"", ""Price per unit"": ""€6/ m2"", """": ""Cellar""}",True,904667.0,€6/ m2,1. podlaží,Before reconstruction,,03/06/2025,90m²,3+1,,,,Over 50 years,
"{""Listing ID"": ""904668"", ""Plot space"": ""518m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€893/ m2"", ""Užitná plocha"": ""291m²"", ""Condition"": ""Good"", ""Total floors"": ""4"", """": ""Garage""}",True,904668.0,€893/ m2,,Good,,,291m²,,,518m²,,Over 50 years,4.0
"{""Listing ID"": ""904669"", ""Available from"": ""04/06/2025"", ""Floor"": ""2. podlaží z 3"", ""Plocha kanceláře"": ""64m²"", ""Condition"": ""Good"", ""Price per unit"": ""€10/ m2"", """": ""MHD 2 minutes on foot""}",True,904669.0,€10/ m2,2. podlaží z 3,Good,,04/06/2025,,,,,,,
"{""Listing ID"": ""904671"", ""Layout"": ""1 bedroom"", ""Floor"": ""2. podlaží"", ""Price per unit"": ""€6,167/ m2"", ""Užitná plocha"": ""36m²"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", """": ""MHD 4 minutes on foot""}",True,904671.0,"€6,167/ m2",2. podlaží,After reconstruction,,,36m²,1 bedroom,,,,Over 50 years,
"{""Listing ID"": ""904673"", ""Available from"": ""03/06/2025"", ""Condition"": ""Before reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€4,996/ m2"", ""Užitná plocha"": ""234m²"", ""Plot space"": ""200m²"", ""EPC"": ""E - Wasteful"", ""Total floors"": ""4"", """": ""Garage""}",True,904673.0,"€4,996/ m2",,Before reconstruction,,03/06/2025,234m²,,E - Wasteful,200m²,,Over 50 years,4.0
"{""Listing ID"": ""904674"", ""Layout"": ""4+kk"", ""Condition"": ""After reconstruction"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€2,670/ m2"", ""Užitná plocha"": ""97m²"", ""Available from"": ""04/06/2025"", ""Floor"": ""3. podlaží z 3"", ""Age"": ""Over 50 years"", """": ""MHD 3 minutes on foot""}",True,904674.0,"€2,670/ m2",3. podlaží z 3,After reconstruction,,04/06/2025,97m²,4+kk,D - Less economical,,,Over 50 years,
"{""Listing ID"": ""904676"", ""Layout"": ""1 bedroom"", ""Price per unit"": ""€3,636/ m2"", ""Užitná plocha"": ""44m²"", ""Condition"": ""After reconstruction"", """": ""MHD 1 minute on foot""}",True,904676.0,"€3,636/ m2",,After reconstruction,,,44m²,1 bedroom,,,,,
"{""Listing ID"": ""904680"", ""Layout"": ""1 bedroom"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""21m²"", ""Fully furnished"": ""Fully furnished"", ""EPC"": ""A - Extremely economical"", ""Price per unit"": ""€33/ m2"", """": ""MHD 3 minutes on foot""}",True,904680.0,€33/ m2,,Very good,,,21m²,1 bedroom,A - Extremely economical,,,Over 50 years,
"{""Listing ID"": ""904682"", ""Layout"": ""3+1"", ""Price per unit"": ""€11/ m2"", ""Užitná plocha"": ""80m²"", ""Condition"": ""After reconstruction"", """": ""MHD 2 minutes on foot""}",True,904682.0,€11/ m2,,After reconstruction,,,80m²,3+1,,,,,
"{""Listing ID"": ""904683"", ""Layout"": ""3+1"", ""Floor"": ""Ground floor"", ""Užitná plocha"": ""71m²"", ""Condition"": ""After reconstruction"", ""Price per unit"": ""€14/ m2"", """": ""MHD 1 minute on foot""}",True,904683.0,€14/ m2,Ground floor,After reconstruction,,,71m²,3+1,,,,,
"{""Listing ID"": ""904686"", ""Layout"": ""5+1"", ""Plot space"": ""384m²"", ""EPC"": ""B - Very economical"", ""Total floors"": ""4"", ""Užitná plocha"": ""218m²"", ""Available from"": ""04/06/2025"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€6,651/ m2"", """": ""Garage""}",True,904686.0,"€6,651/ m2",,Good,,04/06/2025,218m²,5+1,B - Very economical,384m²,,Over 50 years,4.0
"{""Listing ID"": ""904687"", ""Layout"": ""6+1"", ""Condition"": ""After reconstruction"", ""Total floors"": ""2"", ""Užitná plocha"": ""161m²"", ""Plot space"": ""600m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€4,652/ m2"", """": ""Cellar""}",True,904687.0,"€4,652/ m2",,After reconstruction,,,161m²,6+1,,600m²,,Over 50 years,2.0
"{""Listing ID"": ""904688"", ""Layout"": ""2 bedroom"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""60m²"", ""Available from"": ""04/06/2025"", ""Price per unit"": ""€10/ m2"", """": ""MHD 1 minute on foot""}",True,904688.0,€10/ m2,,,,04/06/2025,60m²,2 bedroom,,,,Over 50 years,
"{""Listing ID"": ""904689"", ""Layout"": ""3+1"", ""Condition"": ""Good"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€13/ m2"", ""Užitná plocha"": ""87m²"", ""Available from"": ""04/06/2025"", ""Floor"": ""1. podlaží z 3"", ""Age"": ""Over 50 years"", """": ""MHD 1 minute on foot""}",True,904689.0,€13/ m2,1. podlaží z 3,Good,,04/06/2025,87m²,3+1,D - Less economical,,,Over 50 years,
