Raw Characteristics,Parse Success,Listing ID,Price per unit,Floor,Condition,Location,Available from,Usable area,Layout,EPC,Plot space,Plot type,Age,Total floors
"{""Listing ID"": ""865682"", ""Location"": ""The quiet part"", ""Available from"": ""11/06/2025"", ""Price per unit"": ""CZK 237/ m2"", ""Užitná plocha"": ""117m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""2. podlaží"", """": ""MHD 3 minutes on foot""}",True,865682.0,CZK 237/ m2,2. podlaží,,The quiet part,11/06/2025,117m²,,,,,,
"{""Listing ID"": ""907710"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Good"", ""Building construction"": ""Prefab concrete"", ""Užitná plocha"": ""60m²"", ""Location"": ""The Edge"", ""Available from"": ""20/05/2025"", ""Floor"": ""4. podlaží z 4"", ""Price per unit"": ""CZK 220/ m2"", """": ""Basement: 4 m²""}",True,907710.0,CZK 220/ m2,4. podlaží z 4,Good,The Edge,20/05/2025,60m²,2+kk,,,,,
"{""Listing ID"": ""907728"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""86m²"", ""Location"": ""The quiet part"", ""Available from"": ""21/05/2025"", ""Floor"": ""Ground floor"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 69,651/ m2"", """": ""Basement: 8 m²""}",True,907728.0,"CZK 69,651/ m2",Ground floor,Very good,The quiet part,21/05/2025,86m²,3+kk,G - Extremely uneconomical,,,,
"{""Listing ID"": ""907729"", ""Layout"": ""Studio"", ""Condition"": ""After reconstruction"", ""Ownership"": ""Personal"", ""EPC"": ""E - Wasteful"", ""Sewage"": ""Public sewage"", ""Užitná plocha"": ""37m²"", ""Available from"": ""21/05/2025"", ""Floor"": ""2. podlaží"", ""Building construction"": ""Prefab concrete"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 378/ m2"", """": ""MHD 1 minute on foot""}",True,907729.0,CZK 378/ m2,2. podlaží,After reconstruction,,21/05/2025,37m²,Studio,E - Wasteful,,,,
"{""Listing ID"": ""907726"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Prefab concrete"", ""Užitná plocha"": ""48m²"", ""Location"": ""Residences"", ""Available from"": ""15/06/2025"", ""Floor"": ""4. podlaží z 7"", ""Price per unit"": ""CZK 438/ m2"", """": ""Parking""}",True,907726.0,CZK 438/ m2,4. podlaží z 7,Very good,Residences,15/06/2025,48m²,2+kk,,,,,
"{""Listing ID"": ""906718"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Unfurnished"", ""Plot space"": ""609m²"", ""Ownership"": ""Personal"", ""EPC"": ""E - Wasteful"", ""Užitná plocha"": ""69m²"", ""Poloha domu"": ""Separate"", ""Available from"": ""18/05/2025"", ""Condition"": ""Wrong"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 69,565/ m2"", """": ""Parking""}",True,906718.0,"CZK 69,565/ m2",,Wrong,,18/05/2025,69m²,2 bedroom,E - Wasteful,609m²,,,
"{""Listing ID"": ""907739"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""55m²"", ""Location"": ""Residences"", ""Available from"": ""21/05/2025"", ""Floor"": ""3. podlaží z 4"", ""Price per unit"": ""CZK 145/ m2"", """": ""Loggia balcony: 6 m²""}",True,907739.0,CZK 145/ m2,3. podlaží z 4,Good,Residences,21/05/2025,55m²,2 bedroom,,,,,
"{""Listing ID"": ""906722"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""A - Extremely economical"", ""Užitná plocha"": ""54m²"", ""Location"": ""The quiet part"", ""Available from"": ""18/05/2025"", ""Floor"": ""1. podlaží z 3"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 92,407/ m2"", """": ""Basement: 3 m²""}",True,906722.0,"CZK 92,407/ m2",1. podlaží z 3,Very good,The quiet part,18/05/2025,54m²,2 bedroom,A - Extremely economical,,,,
"{""Listing ID"": ""907745"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""E - Wasteful"", ""Užitná plocha"": ""48m²"", ""Location"": ""The quiet part"", ""Available from"": ""21/05/2025"", ""Floor"": ""Ground floor"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 179,104/ m2"", """": ""Basement: 3 m²""}",True,907745.0,"CZK 179,104/ m2",Ground floor,Very good,The quiet part,21/05/2025,48m²,2+kk,E - Wasteful,,,,
"{""Listing ID"": ""760630"", ""Layout"": ""5+1"", ""Location"": ""The quiet part"", ""Available from"": ""01/12/2024"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Heating"": ""Gas boiler"", ""Low-energy"": ""Yes"", ""Užitná plocha"": ""150m²"", ""Poloha domu"": ""Corner"", ""Fully furnished"": ""Partly"", ""Plot space"": ""300m²"", ""Floor"": ""2. podlaží z 2"", ""Building construction"": ""Brick"", ""Age"": ""Up to 10 years"", ""Designe"": ""Luxurious"", ""Price per unit"": ""CZK 132,667/ m2"", """": ""Garage""}",True,760630.0,"CZK 132,667/ m2",2. podlaží z 2,New-build,The quiet part,01/12/2024,150m²,5+1,B - Very economical,300m²,,Up to 10 years,
"{""Listing ID"": ""835258"", ""Location"": ""The quiet part"", ""Available from"": ""04/06/2025"", ""Price per unit"": ""CZK 704/ m2"", ""Užitná plocha"": ""70m²"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""1. podlaží"", """": ""MHD 1 minute on foot""}",True,835258.0,CZK 704/ m2,1. podlaží,,The quiet part,04/06/2025,70m²,,,,,,
"{""Listing ID"": ""907755"", ""Layout"": ""5+1"", ""Fully furnished"": ""Fully furnished"", ""Plot space"": ""250m²"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""260m²"", ""Poloha domu"": ""Serial"", ""Available from"": ""21/05/2025"", ""Condition"": ""Good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 36,500/ m2"", """": ""Garage""}",True,907755.0,"CZK 36,500/ m2",,Good,,21/05/2025,260m²,5+1,G - Extremely uneconomical,250m²,,,
"{""Listing ID"": ""898541"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""2. podlaží"", ""Užitná plocha"": ""46m²"", ""Available from"": ""01/07/2025"", ""Price per unit"": ""CZK 1,032/ m2"", """": ""MHD 3 minutes on foot""}",True,898541.0,"CZK 1,032/ m2",2. podlaží,,,01/07/2025,46m²,,,,,,
"{""Listing ID"": ""907766"", ""Layout"": ""Studio"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Heating"": ""Central"", ""Price per unit"": ""CZK 474/ m2"", ""Užitná plocha"": ""38m²"", ""Location"": ""Residences"", ""Available from"": ""15/06/2025"", ""Floor"": ""1. podlaží z 8"", ""Building construction"": ""Mixed"", ""Age"": ""Up to 10 years"", ""Designe"": ""Standard"", """": ""Front garden 38 m²""}",True,907766.0,CZK 474/ m2,1. podlaží z 8,New-build,Residences,15/06/2025,38m²,Studio,B - Very economical,,,Up to 10 years,
"{""Listing ID"": ""815013"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 93/ m2"", ""Užitná plocha"": ""54m²"", ""Location"": ""The quiet part"", ""Available from"": ""28/11/2023"", ""Floor"": ""2. podlaží z 4"", ""EPC"": ""C - Economical"", """": ""MHD 9 minutes on foot""}",True,815013.0,CZK 93/ m2,2. podlaží z 4,Very good,The quiet part,28/11/2023,54m²,2 bedroom,C - Economical,,,,
"{""Listing ID"": ""906743"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""65m²"", ""Location"": ""The quiet part"", ""Available from"": ""18/05/2025"", ""Floor"": ""3. podlaží z 3"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 50,000/ m2"", """": ""Basement: 10 m²""}",True,906743.0,"CZK 50,000/ m2",3. podlaží z 3,Good,The quiet part,18/05/2025,65m²,2 bedroom,G - Extremely uneconomical,,,,
"{""Listing ID"": ""878767"", ""Poloha nebytového prostoru"": ""Corner"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""Price per unit"": ""CZK 271/ m2"", ""Plocha nebytového prostoru"": ""70m²"", ""Location"": ""The quiet part"", ""Available from"": ""31/05/2025"", ""Building construction"": ""Brick"", """": ""Parking""}",True,878767.0,CZK 271/ m2,,New-build,The quiet part,31/05/2025,,,,,,,
"{""Listing ID"": ""907773"", ""Plot space"": ""627m²"", ""Plot type"": ""Building"", ""Available from"": ""02/04/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 5,650/ m2"", """": ""MHD 8 minutes on foot""}",True,907773.0,"CZK 5,650/ m2",,,,02/04/2025,,,,627m²,Building,,
"{""Listing ID"": ""907797"", ""Plot space"": ""1,207m²"", ""Plot type"": ""Building"", ""Available from"": ""21/05/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 3,306/ m2"", """": ""MHD 7 minutes on foot""}",True,907797.0,"CZK 3,306/ m2",,,,21/05/2025,,,,"1,207m²",Building,,
"{""Listing ID"": ""906774"", ""Layout"": ""1 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""After reconstruction"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Užitná plocha"": ""35m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/09/2025"", ""Floor"": ""3. podlaží z 4"", ""Building construction"": ""Prefab concrete"", ""Price per unit"": ""CZK 72,857/ m2"", """": ""Parking""}",True,906774.0,"CZK 72,857/ m2",3. podlaží z 4,After reconstruction,The quiet part,01/09/2025,35m²,1 bedroom,D - Less economical,,,,
"{""Listing ID"": ""906782"", ""Available from"": ""18/05/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 7,817/ m2"", ""Location"": ""The quiet part"", ""Plot space"": ""918m²"", ""Plot type"": ""Building""}",True,906782.0,"CZK 7,817/ m2",,,The quiet part,18/05/2025,,,,918m²,Building,,
"{""Listing ID"": ""906777"", ""Layout"": ""4+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""After reconstruction"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Užitná plocha"": ""66m²"", ""Location"": ""The quiet part"", ""Available from"": ""20/05/2025"", ""Floor"": ""7. podlaží z 9"", ""Building construction"": ""Prefab concrete"", ""Price per unit"": ""CZK 143,788/ m2"", """": ""Parking""}",True,906777.0,"CZK 143,788/ m2",7. podlaží z 9,After reconstruction,The quiet part,20/05/2025,66m²,4+kk,D - Less economical,,,,
"{""Listing ID"": ""906788"", ""Layout"": ""3+1"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Užitná plocha"": ""75m²"", ""Location"": ""The quiet part"", ""Available from"": ""18/05/2025"", ""Floor"": ""Ground floor"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 57,333/ m2"", """": ""Parking""}",True,906788.0,"CZK 57,333/ m2",Ground floor,Very good,The quiet part,18/05/2025,75m²,3+1,D - Less economical,,,,
"{""Listing ID"": ""906790"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""E - Wasteful"", ""Užitná plocha"": ""56m²"", ""Location"": ""Centre"", ""Available from"": ""18/05/2025"", ""Floor"": ""2. podlaží z 2"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 96,429/ m2"", """": ""MHD 2 minutes on foot""}",True,906790.0,"CZK 96,429/ m2",2. podlaží z 2,Very good,Centre,18/05/2025,56m²,2 bedroom,E - Wasteful,,,,
"{""Listing ID"": ""898020"", ""Available from"": ""18/04/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 1,500/ m2"", ""Location"": ""The Edge"", ""Plot space"": ""1,386m²"", ""Plot type"": ""Building"", """": ""MHD 3 minutes on foot""}",True,898020.0,"CZK 1,500/ m2",,,The Edge,18/04/2025,,,,"1,386m²",Building,,
"{""Listing ID"": ""906803"", ""Layout"": ""5+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Užitná plocha"": ""167m²"", ""Location"": ""Centre"", ""Available from"": ""19/05/2025"", ""Floor"": ""5. podlaží z 3"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 185,629/ m2"", """": ""Garage""}",True,906803.0,"CZK 185,629/ m2",5. podlaží z 3,Very good,Centre,19/05/2025,167m²,5+kk,D - Less economical,,,,
"{""Listing ID"": ""895484"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Užitná plocha"": ""44m²"", ""Location"": ""Centre"", ""Available from"": ""09/04/2025"", ""Floor"": ""4. podlaží z 6"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 156,818/ m2"", """": ""Parking""}",True,895484.0,"CZK 156,818/ m2",4. podlaží z 6,Very good,Centre,09/04/2025,44m²,2+kk,D - Less economical,,,,
"{""Listing ID"": ""895486"", ""Layout"": ""Studio"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Užitná plocha"": ""20m²"", ""Location"": ""Centre"", ""Available from"": ""09/04/2025"", ""Floor"": ""5. podlaží z 6"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 215,000/ m2"", """": ""Parking""}",True,895486.0,"CZK 215,000/ m2",5. podlaží z 6,Very good,Centre,09/04/2025,20m²,Studio,D - Less economical,,,,
"{""Listing ID"": ""901366"", ""Layout"": ""Studio"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Užitná plocha"": ""34m²"", ""Location"": ""Centre"", ""Available from"": ""01/05/2025"", ""Floor"": ""6. podlaží z 6"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 136,765/ m2""}",True,901366.0,"CZK 136,765/ m2",6. podlaží z 6,Very good,Centre,01/05/2025,34m²,Studio,D - Less economical,,,,
"{""Listing ID"": ""910160"", ""Layout"": ""Studio"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Užitná plocha"": ""35m²"", ""Location"": ""The quiet part"", ""Available from"": ""29/05/2025"", ""Floor"": ""3. podlaží z 6"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 170,000/ m2"", """": ""Parking""}",True,910160.0,"CZK 170,000/ m2",3. podlaží z 6,Very good,The quiet part,29/05/2025,35m²,Studio,D - Less economical,,,,
"{""Listing ID"": ""885689"", ""Location"": ""The quiet part"", ""Available from"": ""24/03/2025"", ""Building construction"": ""Mixed"", ""Price per unit"": ""CZK 133/ m2"", ""Plocha garáže"": ""15m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""EPC"": ""B - Very economical"", """": ""MHD 1 minute on foot""}",True,885689.0,CZK 133/ m2,,New-build,The quiet part,24/03/2025,,,B - Very economical,,,,
"{""Listing ID"": ""885690"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Sewage"": ""Public sewage"", ""Užitná plocha"": ""36m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/05/2025"", ""Floor"": ""3. podlaží"", ""Building construction"": ""Mixed"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 555/ m2"", """": ""MHD 1 minute on foot""}",True,885690.0,CZK 555/ m2,3. podlaží,New-build,The quiet part,01/05/2025,36m²,Studio,B - Very economical,,,,
"{""Listing ID"": ""885691"", ""Location"": ""The quiet part"", ""Available from"": ""24/03/2025"", ""Building construction"": ""Mixed"", ""Price per unit"": ""CZK 133/ m2"", ""Plocha garáže"": ""15m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""EPC"": ""B - Very economical"", """": ""MHD 1 minute on foot""}",True,885691.0,CZK 133/ m2,,New-build,The quiet part,24/03/2025,,,B - Very economical,,,,
"{""Listing ID"": ""885696"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Sewage"": ""Public sewage"", ""Užitná plocha"": ""35m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/05/2025"", ""Floor"": ""4. podlaží"", ""Building construction"": ""Mixed"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 571/ m2"", """": ""MHD 1 minute on foot""}",True,885696.0,CZK 571/ m2,4. podlaží,New-build,The quiet part,01/05/2025,35m²,Studio,B - Very economical,,,,
"{""Listing ID"": ""885698"", ""Location"": ""The quiet part"", ""Available from"": ""24/03/2025"", ""Building construction"": ""Mixed"", ""Price per unit"": ""CZK 133/ m2"", ""Plocha garáže"": ""15m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""EPC"": ""B - Very economical"", """": ""MHD 1 minute on foot""}",True,885698.0,CZK 133/ m2,,New-build,The quiet part,24/03/2025,,,B - Very economical,,,,
"{""Listing ID"": ""906996"", ""Poloha nebytového prostoru"": ""Separate"", ""Available from"": ""19/05/2025"", ""Ownership"": ""Personal"", ""EPC"": ""A - Extremely economical"", ""Plocha nebytového prostoru"": ""36m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""Building construction"": ""Prefab concrete"", ""Price per unit"": ""CZK 236/ m2"", """": ""Parking""}",True,906996.0,CZK 236/ m2,,New-build,,19/05/2025,,,A - Extremely economical,,,,
"{""Listing ID"": ""878223"", ""Poloha rekreačního objektu"": ""Separate"", ""Fully furnished"": ""Fully furnished"", ""Plot space"": ""1,897m²"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 83,333/ m2"", ""Užitná plocha"": ""300m²"", ""Location"": ""The quiet part"", ""Available from"": ""20/05/2025"", ""Condition"": ""Very good"", ""EPC"": ""D - Less economical"", """": ""Garage""}",True,878223.0,"CZK 83,333/ m2",,Very good,The quiet part,20/05/2025,300m²,,D - Less economical,"1,897m²",,,
"{""Listing ID"": ""906176"", ""Layout"": ""7+kk"", ""Fully furnished"": ""Partly"", ""Plot space"": ""2,100m²"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Užitná plocha"": ""279m²"", ""Poloha domu"": ""Separate"", ""Available from"": ""22/05/2025"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 19,713/ m2"", """": ""Garage""}",True,906176.0,"CZK 19,713/ m2",,Very good,,22/05/2025,279m²,7+kk,B - Very economical,"2,100m²",,,
"{""Listing ID"": ""882853"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Ownership"": ""Personal"", ""EPC"": ""E - Wasteful"", ""Designe"": ""Standard"", ""Užitná plocha"": ""67m²"", ""Location"": ""Centre"", ""Available from"": ""21/05/2025"", ""Floor"": ""Ground floor"", ""Building construction"": ""Brick"", ""Heating"": ""Gas boiler"", ""Price per unit"": ""CZK 49,851/ m2"", """": ""Parking""}",True,882853.0,"CZK 49,851/ m2",Ground floor,Good,Centre,21/05/2025,67m²,2 bedroom,E - Wasteful,,,,
"{""Listing ID"": ""904606"", ""Layout"": ""Studio"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Užitná plocha"": ""56m²"", ""Location"": ""The quiet part"", ""Available from"": ""12/05/2025"", ""Floor"": ""1. podlaží z 3"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 106,696/ m2"", """": ""Wheelchair accessible""}",True,904606.0,"CZK 106,696/ m2",1. podlaží z 3,Very good,The quiet part,12/05/2025,56m²,Studio,B - Very economical,,,,
"{""Listing ID"": ""906780"", ""Poloha rekreačního objektu"": ""Separate"", ""Fully furnished"": ""Partly"", ""Plot space"": ""235m²"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""150m²"", ""Location"": ""The quiet part"", ""Available from"": ""18/05/2025"", ""Condition"": ""In the reconstruction"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 18,000/ m2"", """": ""Parking""}",True,906780.0,"CZK 18,000/ m2",,In the reconstruction,The quiet part,18/05/2025,150m²,,G - Extremely uneconomical,235m²,,,
